51	Proboscina	Audouin, 1826	Proboscina boryi	Audouin, 1826	1	4		
54	Tubulipora	Lamarck, 1816	Millepora liliacea (T.transversa Lamarck, 1816)	Pallas, 1766	1	6		
55	Platonea	Canu & Bassler, 1920	Reptotubigera philippsae	Harmer, 1915	1	6		
56	Harmelinopora	Brood, 1976	Harmelinopora plana	Brood, 1976	1	6		
57	Fenestulipora	Taylor & Gordon, 1997	Tubulipora cassiformis	Harmer, 1915	1	6		
65	Idmidronea	Canu & Bassler, 1920	Idmonea coronopus	Defrance, 1822	1	6	or Idmonea maxillaris Lonsdale, 1845	
102	Tervia	Jullien, 1883	Tervia solida	Jullien, 1883	1	10		
103	Nevianipora	Borg, 1944	Idmonea milneana	d'Orbigny, 1842 (not 1839)	1	24		
104	Filisparsa	d'Orbigny, 1853	Filisparsa neocomiensis	d'Orbigny, 1853	1	24		
105	Annectocyma	Hayward & Ryland, 1985	Alecto major	Johnston, 1847	1	20		
106	Diaperoecia	Canu, 1918	Pustulopora intricaria	Busk, 1875	1	14		
107	Entalophoroecia	Harmelin, 1976	Tubulipora deflexa	Couch, 1844 (1842?)	1	14		
112	Bientalophora	Borg, 1944?	Pustulopora regularis	MacGillivray, 1883	1	12		
121	Eurystrotos	Hayward & Ryland, 1985	Alecto compacta	Norman, 1866 (1867?)	1	8	?=Microeciella	
132	Mecynoecia	Canu, 1918	Entalophora proboscidea	Milne-Edwards, 1838	1	39	check if Pustulopora or Ental.	
147	Plagioecia	Canu, 1918	Tubulipora patina	Lamarck, 1816	1	31		
148	Microecia	Canu, 1918	Berenicea sarniensis	Norman, 1864	1	8		
150	Liripora	MacGillivray, 1887	Diastopora fasciculata	MacGillivray, 1885	1	8		
151	Favosipora	MacGillivray, 1885	Favosipora rugosa	MacGillivray, 1885	1	49		
155	Crisulipora	Robertson, 1910	Crisulipora occidentalis	Robertson, 1910	1	22		As for family.
164	Hastingsia	Borg, 1944	Hastingsia irregularis	Borg, 1944	1	16		
168	Fasciculipora	d'Orbigny, 1847	Fasciculipora ramosa	d'Orbigny, 1847	1	18	1842 for plate, 1847 for text?	
169	Frondipora	Link, 1807	Millepora reticulata	Linnaeus, 1758	1	18		
170	Actinopora	d'Orbigny, 1853	Actinopora regularis	d'Orbigny, 1853	1	63	(not Ceriopora stellata Koch & Dunker, 1837)	
171	Radiofascigera	d'Orbigny, 1853	Radiofascigera ramosa	d'Orbigny, 1853	1	28		
192	Hornera	Lamouroux, 1821	Hornera frondiculata	Lamouroux, 1821	1	30		
193	Retihornera	Kirchenpauer, 1869	not selected		0	30	?=Hornera	
200	Stigmatoechos	Marsson, 1887	Stigmatoechos punctatus	Marsson, 1887	1	32		
211	Supercytis	d'Orbigny, 1854	Supercytis digitata	d'Orbigny, 1854	1	34		
212	Discocytis	d'Orbigny, 1854	Pelagia eudesi	Michelin, 1844	1	34		
213	Hypocytis	Ortmann, 1890	Hypocytis asteriscus	Ortmann, 1890	1	34		
214	Bicrisina	d'Orbigny, 1853	Reticulipora cultrata	d'Orbigny, 1853	1	36		
226	Crisina	d'Orbigny, 1853	Crisina normaniana	d'Orbigny, 1853	1	36		
227	Mesonea	Canu & Bassler, 1920	Retepora radians	Lamarck, 1816	1	36		
230	Pseudidmonea	Borg, 1944	Idmonea fissurata	Busk, 1886	1	38		
235	Calvetia	Borg, 1944	Calvetia dissimilis	Borg, 1944	1	40		
236	Stegohornera	Borg, 1944	Stegohornera violacea	Sars, 1835 (1863)	0	32	=Stigmatoechos?; nomen nudum?	
256	Densipora	MacGillivray, 1881	Densipora corrugata	MacGillivray, 1881	1	49		Colony encrusting, with strongly marked, elevated ridges at its surface, between the ridges the autozooids and kenozooids are located, the former about as numerous as the latter, their ends not projecting; the border of the apertures of the autozooids with well-marked, blunt, calcareous processes of varying numbers; through the coalescence of several, excessively developed such processes the ridges have formed (after Borg, 1933).
257	Borgiola	Strand, 1933	Canuella rugosa	Borg, 1933	1	44	Brood 1972 claims is syn of Multicavea	
258	Doliocoitis	Buge & Tillier, 1977	Doliocoitis atlantica	Buge & Tillier, 1977	1	54		
259	Heteropora	de Blainville, 1830	Ceriopora cryptopora	Goldfuss, 1826	1	51		
260	Neofungella	Borg, 1933	Heteropora claviformis	Waters, 1904	1	44		
270	Telopora	Canu & Bassler, 1920	Supercytis watersi	Harmer, 1915	1	48		
271	Tetrocycloecia	Canu, 1917	Heteropora dichotoma	Goldfuss, 1827	1	44	see Nye, 1976	
272	Corymbopora	Michelin, 1846	Corymbopora menardi	Michelin, 1846	1	46		
273	Fungella	von Hagenow, 1851	Fungella dujardini	von Hagenow, 1851	1	46		
274	Coronopora	Gray, 1848	Tubulipora truncata	Fleming, 1828	1	54		
295	Pollicipora	Moyano, 2000	Pollicipora fucata	Moyano, 2000	1	1026		
312	Lichenopora	Defrance, 1823	Lichenopora turbinata	Defrance, 1823	1	54		
313	Disporella	Gray, 1848	Discopora hispida	Fleming, 1828	1	54		
318	Flosculipora	MacGillivray, 1887	Flosculipora pygmaea	MacGillivray, 1887	1	49		
450	Alcyonidium	Lamouroux, 1813	Alcyonidium diaphanum	Lamouroux, 1813	1	72	?Hudson 1778 - see Hayward	
451	Lobiancopora	Pergens, 1889	Lobiancopora hyalina	Pergens, 1889	1	72		
452	Clavopora	Busk, 1874	Clavopora hystricis	Busk, 1874	1	74		
453	Metalcyonidium	d'Hondt, 1975	Metalcyonidium gautieri	d'Hondt, 1975	1	74		
454	Pseudalcyonidium	d'Hondt, 1975	Pseudalcyonidium bobinae	d'Hondt, 1975	1	74		
455	Monobryozoon	Remane, 1936	Monobryozoon ambulans	Remane, 1936	1	82		
456	Benedenipora	Pergens, 1887 ?9	Benedenipora catenata	Pergens, 1887 ?9	1	68		
457	Flustrellidra	Bassler, 1953	Flustra hispida	Fabricius, 1780	1	76		
458	Elzerina	Lamouroux, 1816	Elzerina blainvillii	Lamouroux, 1816	1	76		
459	Bockiella	Silén, 1942	Bockiella angusta	Silen, 1942	1	76		Colony erect, with somewhat cylindrical and anastomosing branches; bases of branches comprise both autozooids and kenozooids; axial kenozooids not present. Orifice papilliform and rounded. Kenozooids not spinose and, when budding, the buds are smaller than those of autozooids (Gordon, 1984).
460	Neoflustrellidra	d'Hondt, 1975	Neoflustrellidra schopfi	d'Hondt, 1975	1	76		
461	Pherusa	Lamouroux, 1821	Pherusa tubulosa	Ellis & Solander, 1786	1	78	=Pherusella; ?status	
462	Pherusella	Soule, 1951	Pherusa tubulosa	Ellis & Solander, 1786	1	78		
463	Bulbella	Braem, 1951	Bulbella abscondita	Braem, 1951	1	86		
464	Victorella	Saville Kent, 1870	Victorella pavida	Saville Kent, 1870	1	86		
465	Sundanella	Braem, 1939	Victorella sibogae	Harmer, 1915	1	88		
472	Nolella	Gosse, 1851	Nolella stipata	Gosse, 1855	1	84		
478	Amathia	Lamouroux, 1812	Sertularia lendigera	Linnaeus, 1758	1	102		
479	Bowerbankia	Farre, 1837	Sertularia imbricata	Adams, 1798	1	102		Colony adnate, rampant or pendent; autozooids more or less elongated, often grouped on or around the stolon in clusters, but never strictly contiguous laterally. Tentacles 8 or 10 (Gordon, 1984).
480	Vesicularia	Thompson, 1830	Sertularia spinosa	Linnaeus, 1767	1	102		
481	Cryptopolyzoon	Dendy, 1900	Cryptozoon wilsoni	Dendy, 1888	1	104		
482	Zoobotryon	Ehrenberg, 1831			1	102		
483	Buskia	Alder, 1857	Buskia nitens	Alder, 1857	1	104		
490	Paludicella	Gervais, 1836	Alcyonella articulata	(Ehrenberg, 1831)	1	80		
491	Aethozoon	Hayward, 1978	Aethozoon pellucidum	Hayward, 1978	1	81		
492	Anguinella	van Beneden, 1845	Anguinella palmata	van Beneden, 1845	1	84		Colony arborescent, semi-erect to pendent, comprising long tubular zooids; the zooids opaque, earthy, externally continuous with the branches which bear them (Gordon, 1984).
493	Arachnidium	Hincks, 1859	Arachnidium hippothooides	Hincks, 1862	1	83		
494	Arachnoidea	d'Hondt,1983 ?Moore, 1903	Arachnoidea raylankesteri	Moore, 1903	1	83		Colony encrusting, branching often cruciform. Zooids uniserial to more or less contiguous, with an adnate dilatation and a tubular peristome; sometimes filiform proximally and often with marginal processes. (Gopdon, 1986)
495	Cylindroecium	Hincks, 1880			0	84	=Nolella	
511	Terebripora	d'Orbigny, 1847	Terebripora ramosa	d'Orbigny, 1847	1	106	1842 for plate, 1847 for text	
512	Immergentia	Silén, 1946	Immergentia californica	Silen, 1946	1	108		
513	Penetrantia	Silén, 1946	Penetrantia densa	Silen, 1946	1	100		
514	Triticella	Dalyell, 1848	Triticella flava	Dalyell, 1848	1	96		
515	Aeverrillia	Marcus, 1941	Vesicularia armata or Buskia setigera Hincks 1887	Verrill, 1873	1	90		
516	Walkeria	Fleming, 1823	Sertularia uva	Linnaeus, 1758	1	92		
517	Bantariella	Jebram, 1973	Mimosella cookae	Banta, 1968	1	94		Colony adnate, comprising one to several main stolons with clusters of zooids arising at intervals, typically from lateral branches of kenozooids, each kenozooid bearing 1-2 autozooids. Zooids pedicellate basally, deciduous, capable of independent movement. Embryos brooded in the tentacle sheath. (Gordon, 1984)
518	Mimosella	Hincks, 1851	Mimosella gracilis	Hincks, 1851	1	94		
519	Harmeriella	Borg, 1940	Harmeriella terebrans	Borg, 1940	1	91		
520	Hypophorella	Ehlers, 1876	Hypophorella expansa	Ehlers, 1876	1	98		
521	Farrella	Ehrenberg, 1838	Lagenella repens	Farre, 1837	1	103	FAMILY?	
522	Spathipora	Fischer, 1866	Spathipora sertum	Fischer, 1866	1	110		
523	Cookobryozoon	Pohowsky, 1978	Cookobryozoon lagaaiji	Pohowsky, 1978	1	112		
524	Echinella	Korotnev, 1901	Echinella placoides	Korotnev, 1901	0	70	=Hislopia	
525	Hislopia	Carter, 1858	Hislopia lacustris	Carter, 1858	1	70		
551	Aetea	Lamouroux, 1812	Sertularia anguina	Linnaeus, 1758	1	130		Same as family.
552	Scruparia	Oken, 1815	Sertularia chelata	Linnaeus, 1758	1	132		As for family.
553	Leiosalpinx	Hayward & Cook, 1979	Alysidium inornata	Goldstein, 1882	1	131		
554	Brettiopsis	López Gappa, 1986	Brettia triplex	Hastings, 1943	1	132		
555	Brettia	Dyster, 1858	Brettia pellucida	Dyster, 1858	1	1005		
559	Labiostomella	Silén, 1942	Brettia gisleni	Silen, 1941	1	135		
560	Eucratea	Lamouroux, 1812	Sertularia loricata	Linnaeus, 1758	1	134		Colony erect, tufted, much branched, attached to the substratum by a cluster of rhizoids. Branches composed of pairs of zooids joined back-to-back (ie by their basal surfaces), each giving rise disto-basally to the next pair, all the pairs orientated the same way. Branches generally originating alternately to the left and to the right of the main axis, the first autozooid in the branch arising disto-laterally on its parent; the branches themselves dividing dichotomously. Zooids elongated, narrow proximally. Frontal membrane oval, situated in the distal part of the autozooid. Spines and avicularia absent. Embryos developing in membranous evanescent ovisacs, not in ooecia.
561	Membranipora	de Blainville, 1830	Flustra membranacea	Linnaeus, 1767	1	136		
562	Conopeum	Gray, 1848	Millepora reticulum	Linnaeus, 1767	1	136		
563	Craspedopora	Canu & Bassler, 1929	Craspedopora typica	Canu & Bassler, 1929	1	142		
564	Biflustra	d'Orbigny, 1852	Biflustra ramosa	d'Orbigny, 1852	1	136		
565	Craspedoporina	Plaziat & Balavoine, 1965	Craspedoporina carlai	Plaziat & Balavoine, 1965	1	142		
566	Filiflustra	d'Orbigny, 1852	Filiflustra compressa	d'Orbigny, 1852	1	142		
567	Fissuricella	Voigt, 1959	Fissuricella vermiculata	Voigt, 1959	1	1001		
568	Heteroconopeum	Voigt, 1983	Membranipora janieresiensis	Canu, 1897	1	387		
569	Pseudolunularia	Cadee, Chimonides, & Cook, 1989	Pseudolunularia enigma	Cadee, Chimonides, & Cook, 1989	1	162		
570	Reptoporina	d'Orbigny, 1852	Escharina microporina	d'Orbigny, 1850	1	1001		
571	Samudraka	Guha, 1989	Samudraka karondiae	Guha, 1989	1	142		
573	Lateroflustrellaria	d'Orbigny, 1853	Lateroflustrellaria hexagona	d'Orbigny, 1853	1	1004		
574	Stichopora	von Hagenow, 1846	Cellepora pentasticha	von Hagenow, 1839	1	1004		
579	Parastichopora	Cook & Chimonides, 1981	Parastichopora vanna	Cook & Chimonides, 1981	1	1004		
582	Bullaconopeum	Taylor, 1995	Bullaconopeum nodosum	Taylor, 1995	1	142		
583	Wawalia	Dzik, 1975	Wawalia crenulata	Dzik, 1975	1	137		
584	Electra	Lamouroux, 1816	Flustra verticillata =Flustra pilosa Linnaeus, 1767	Ellis & Solander, 1786	1	142		
585	Bathypora	MacGillivray, 1885	Membranipora porcellana =Membranipora nitens Hincks, 1880	MacGillivray, 1885	1	142		
586	Aspidelectra	Levinsen, 1909	Lepralia melolontha	Busk, 1852	1	142		
587	Charixa	Lang, 1915	Charixa vennensis	Lang, 1915	1	142		
588	Chiplonkarina	Taylor & Badve, 1995	Ceriopora dimorphopora	Chiplonkar, 1939	1	387		
589	Pyripora	d'Orbigny, 1849	Criserpia pyriformis	Michelin, 1848	1	142		
590	Eokotosokum	Taylor & Cuffey, 1992	Conopeum bicystosum	Allan & Sanderson, 1945	1	142		
591	Filiflustrellaria	d'Orbigny, 1853	Filiflustrellaria obliqua	d'Orbigny, 1853	1	142		
592	Harpecia	Gordon, 1982	Chaperia spinosissima	Calvet, 1904	1	142		
593	Herpetopora	Lang, 1914	Herpetopora anglica	Lang, 1914	1	142		
594	Heterooecium	Hincks, 1892	Membranipora amplectens	Hincks, 1881	1	145		
595	Mychoplectra	Gordon & Parker, 1991	Lepralia pocula	Hutton, 1878	1	142		
596	Carbasea	Gray, 1848	Flustra carbasea	Ellis & Solander, 1786	1	146		
597	Reptoflustrina	d'Orbigny, 1853	Reptoflustrina marginata	d'Orbigny, 1853	1	142		
598	Spinicharixa	Taylor, 1986	Spinicharixa pitti	Taylor, 1986	1	142		
599	Retiflustra	Levinsen, 1909	Retepora cornea	Busk, 1852	1	146		
600	Pyriporopsis	Pohowsky, 1973	Pyriporopsis portlandensis	Pohowsky, 1973	1	142		
601	Villicharixa	Gordon, 1989	Membraniporina strigosa	Uttley, 1951	1	142		
602	Christinella	Malecki, 1964	Christinella pulchra	Malecki, 1964	1	1002		
603	Gregarinidra	Barroso, 1948	Membranipora gregaria	Heller, 1867	1	146		
604	Hincksinoflustra	Bobin & Prenant, 1961	Flustra octodon	Busk, 1852	1	146		
605	Spiralaria	Busk, 1861	Spiralaria florea	Busk, 1861	1	146		
606	Chartella	Gray, 1848	Flustra papyracea	Ellis & Solander, 1786	1	146		
607	Concertina	Gordon, 1986	Concertina cultrata	Gordon, 1986	1	148		
608	Flustra	Linnaeus, 1761	Eschara foliacea	Linnaeus, 1758	1	146		
609	Hincksina	Norman, 1903	Membranipora flustroides	Hincks, 1880	1	146		
610	Kenella	Levinsen, 1909	Flustra biseriata	Busk, 1884	1	186		
611	Nematoflustra	Moyano, 1972	Flustra flagellata	Waters, 1904	1	146		
612	Sarsiflustra	Jullien, 1903	Flustra abyssicola	Sars, 1872	1	146		
613	Terminoflustra	Silén, 1942	Flustra barleei	Busk, 1860	1	146	?=Chartella, see Ryland	
614	Tendra	Nordman. 1839	Tendra zostericola	Nordman. 1839	1	145		
615	Heliodoma	Calvet, 1906 ?7	Heliodoma implicata	Calvet, 1907	1	182		
616	Setosellina	Calvet, 1906	Setosellina roulei	Calvet, 1906	1	182		
617	Cupuladria	Canu & Bassler, 1919	Membranipora canariensis	Busk, 1859	1	152		No ovicell. The zoarium bears vibracula. No gymnocyst (C&B 1920)
618	Discoporella	d'Orbigny, 1852	Lunulites umbellata	Defrance, 1823	1	152		
619	Reussina*	Kluge, 1962	Eschara impressa	Reuss, 1846	1	158	=Calpensia, homonym	
620	Vincularia	Defrance, 1829	Vincularia fragilis	Defrance, 1829	1	139		
621	Isoseculiflustra	Liu & Hu, 1991	Flustra tenuis	Kluge, 1914	1	146		
622	Serratiflustra	Moyano, 1972	Flustra serrulata	Busk, 1880	1	146		
623	Biselenaria	Gregory, 1893	Diplotaxis placentula	Reuss, 1867	1	152		
624	Reussirella	Baluk & Radwanski, 1984	Lunulites haidingeri	Reuss, 1848	1	152		
625	Corynostylus	Canu & Bassler, 1919	Corynostylus labiatus	Canu & Bassler, 1919	1	143		
626	Vibracellina	Canu & Bassler, 1917	Vibracellina capillaria	Canu & Bassler, 1917	1	152		
630	Amphiblestrum	Gray, 1848	Membranipora flemingii	Busk, 1854	1	148		
631	Crassimarginatella	Canu, 1900	Membranipora crassimarginata	Hincks, 1880	1	148		
632	Ellisina	Norman, 1903	Membranipora levata	Hincks, 1882	1	148		
633	Akatopora	Davis, 1934	Akatopora clausentina	Davis, 1934	1	153		
634	Alderina	Norman, 1903	Membranipora imbellis	Hincks, 1860	1	148		
635	Onychoblestrum	Gordon, 1984	Amphiblestrum hastingsae	Brown, 1952	1	148		Colony encrusting. Zooids with extensive cryptocyst and trifoliate opesia. Avicularia vicarious, typically with pivots and winged mandibles. Ovicell hyperstomial, prominent; not closed by the zooidal operculum. Basal pore-chambers present. (Brown, 1984, p.31)
636	Antropora	Norman, 1903	Membranipora granulifera	Hincks, 1880	1	153		
637	Aplousina	Canu & Bassler, 1927	Aplousina gigantea	Canu & Bassler, 1927	1	148		
638	Callopora	Gray, 1848	Flustra lineata	Linnaeus, 1758	1	148		
639	Caulorhamphus	Norman, 1903	Flustra spinifera	Johnston, 1832	1	148		
640	Copidozoum	Harmer, 1926	Membranipora plana	Hincks, 1880	1	148		
641	Corbulella ()	Gordon, 1984	Membranipora corbula	Hincks, 1880	1	148		Crassimarginatella with the avicularia having spines bordering the opesia and a serrated rostral rim. Gymnocyst well developed. Ovicell prominent, with a broad fenestra and thin bordering rim. (Gordon, 1984, p.29)
642	Cranosina	Canu & Bassler, 1933	Membranipora coronata	Hincks, 1881	1	147		
643	Daisyella	Gordon, 1989	Daisyella circularis	Gordon, 1989	1	148		
644	Foveolaria	Busk, 1884	Foveolaria elliptica	Busk, 1884	1	148		
645	Odontionella	Canu & Bassler, 1917	Membranipora hians Hincks 1885, = Membranipora cyclops	Busk, 1854	1	148		
646	Pseudolepralia	Silén, 1942	Pseudolepralia ellisinae	Silen, 1942	1	233		
647	Pyriporoides	Hayward & Thorpe, 1989	Membranipora uniserialis	Waters, 1904	1	148		
648	Parellisina	Osburn, 1940	Membranipora curvirostris	Hincks, 1862	1	148		
649	Ramphonotus	Norman, 1894	Membranipora minax	Busk, 1860	1	148		
650	Retevirgula	Brown, 1948	Membranipora acuta	Hincks, 1885	1	148		
651	Xylochotridens	Hayward & Thorpe, 1989	Xylochotridens rangifer	Hayward & Thorpe, 1989	1	148		
658	Tegella	Levinsen, 1909	Flustra unicornis	Fleming, 1828	1	148		
659	Valdemunitella ()	Canu, 1900	Membranipora valdemunita	Hincks, 1885	1	148		
661	Membraniporella	Smitt, 1873	Lepralia nitida	Johnston, 1838	1	206		Encrusting.  Multiserial or uniserial.  Frontal shield of flattened spines, closely contiguous or widely separated but always fused at or near mid-line.  Oral spines present.  Ovicell with endooecium exposed, closed by zooidal operculum.  Avicularia, when present, adventitious.  Mural septula or basal pore-chambers. (Gordon, 1984)
666	Chaperia	Jullien, 1881	Chaperia australis, nom. nov. for Membranipora spinosa Busk, 1879	=?Flustra acanthina Lamouroux, 1824	1	150		
667	Bryopastor	Gordon, 1982	Heterocella pentagona	Canu & Bassler, 1929	1	164		
668	Chaperiopsis	Uttley, 1949	Membranipora galeata	Busk, 1854	1	150		
669	Clipeochaperia ()	Uttley & Bullivant, 1972	Clipeochaperia funda	Uttley & Bullivant, 1972	1	150		
670	Exallozoon	Gordon, 1982	Chapera simplicissima	Kluge, 1914	1	150		
671	Hiantopora	MacGillivray, 1887	Lepralia ferox	MacGillivray, 1869	1	154		
672	Exostesia	Brown, 1948	Exostesia didomatia	Brown, 1948	1	150		
673	Icelozoon	Gordon, 1982	Chaperia dichotoma	Kluge, 1914	1	150		
674	Hagenowinella	Canu, 1900	Cellepora (Marginaria) vaginata	von Hagenow, 1851	1	150		
675	Larnacicus	Norman, 1903	Membranipora cornigera	Busk, 1860	1	150		
676	Notocoryne	Hayward & Cook, 1979	Notocoryne cervicornis	Hayward & Cook, 1979	1	150		
677	Patsyella	Brown, 1948	Monoporella capensis dentata	Waters, 1887	1	150		
678	Pyrichaperia	Gordon, 1982	Chaperia pyriformis	Canu & Bassler, 1929	1	150		
679	Dactylostega	Hayward & Cook, 1983	Dactylostega prima	Hayward & Cook, 1983	1	148		
680	Tremopora	Ortmann, 1890	Tremopora dendracantha	Ortmann, 1890	1	154		
681	Amphiblestrella	Prud'homme, 1961	Cellepora ringens	von Hagenow, 1839	1	150		
682	Catenariopsis	Maplestone, 1899	Catenariopsis morningtoniensis	Maplestone, 1899	1	150		Colony encrusting, zooids uniserial, branching dichotomous from distolateral septulae. Zooids almost monomorphic, irregularly pyrifom, wide, cauda short; gymnocyst extensive, smooth, completely surrounding a distinctly subterminal wal frontal area, bordered laterally by six pairs of spine-bases, the distalmost three pairs of which are the largest. Zooid opesia placed at the distal end of the area, wider than long; surrounding cryptocyst de- pressed but elevated at the margin of the opesia to form a smooth, everted rim. Proximal cryptocyst depressed, granular. Occlusor laminae paired, curved, fused centrally and descending from a distolateral cryptocyst bar, inserted laterally. Ovicellate zooid slightly expanded distally, with inconspicuous distal cham- ber. Frontal uncalcified semilunar area slightly raised above distal cryptocyst bar. Avicularia absent. Abbreviate? (Bock & Cook, 1993, p.155)
690	Dimorphostylus	Voigt, 1928	Dimorphostylus tetrastichus	Voigt, 1928	1	158		
691	Apiophragma	Hayward & Ryland, 1993	Megapora hyalina	Waters, 1904	1	158		
692	Escharipora	d'Orbigny, 1852	Escharipora inornata	d'Orbigny, 1852	1	158		
693	Flustrapora	Moyano, 1970	Flustrapora magellanica	Moyano, 1970	1	158		
694	Gargantua	Jullien, 1888	Cellepora bidens	von Hagenow, 1851	1	158		
695	Hoplitaechmella	Voigt, 1949	Cellepora vespertilio	von Hagenow, 1839	1	158		
696	Monsella	Canu, 1900	Planicellaria eocena	Meunier & Pergens, 1886	1	158		
697	Nematoporella	Canu & Bassler, 1927	Nematopora ovata	Duvergier, 1921	1	158		
698	Poropeltarion	Cheetham, 1963	Poropeltarion lebanonense	Cheetham, 1963	1	158		
699	Puncturiella	Levinsen, 1925	Puncturiella gudumensis	Levinsen, 1925	1	158		
700	Puncturiellina()	Voigt, 1987	Puncturiella (Puncturiellina) subsculpta	Voigt, 1987	1	158		
705	Micropora	Gray, 1848	Flustra coriacea	Johnston, 1847	1	158	see Harmer 1921	
706	Andreella	Jullien, 1888	Micropora uncifera	Busk, 1884	1	158		
707	Calpensia	Jullien, 1888	Membranipora impressa Moll, 1803 =Cellepora nobilis	Esper, 1796	1	158		
708	Caleschara	MacGillivray, 1880	Eschara denticulata	MacGillivray, 1869	1	191		
709	Microporina	Levinsen, 1909	Salicornaria borealis (=Cellularia articulata Fabricius, 1821)	Busk, 1855	1	158		
710	Opaeophora	Brown, 1948	Monoporella lepida	Hincks, 1881	1	158	?=Manzonella	
711	Poricellaria	d'Orbigny, 1854	Poricellaria alata	d'Orbigny, 1854	1	188		
712	Rimosocella	Cheetham, 1960	Quadricellaria? laciniosa	Canu & Bassler, 1920	1	158		
713	Rosseliana	Jullien, 1888	Flustra rosselii	Audouin, 1826	1	158		
714	Setosinella	Canu & Bassler, 1933	Setosinella prolifica	Canu & Bassler, 1933	1	158		
715	Mollia	Lamouroux, 1821	Eschara patellaria	Moll, 1803	1	158		
716	Manzonella	Jullien, 1888	Membranipora exilis	Manzoni, 1869	1	158		
717	Steraechmella	Lagaaij, 1952	Steraechmella buski	Lagaaij, 1952	1	158		
718	Stichomicropora	Voigt, 1949	Stichomicropora sicksi	Voigt, 1949	1	158		
719	Verminaria	Jullien, 1888	Membranipora oblonga	Busk, 1859	1	158		
720	Lagarozoum	Harmer, 1926	Lagarozoum profundum	Harmer, 1926	1	180		
721	Setosella	Hincks, 1877	Membranipora vulnerata	Busk, 1860	1	172		
722	Discoflustrellaria	d'Orbigny, 1853	Discoflustrellaria clypeiformis	d'Orbigny, 1853	1	1006		
723	Pavolunulites	d'Orbigny, 1852	Pavolunulites costata	d'Orbigny, 1852	1	1006		
724	Reptolunulites	d'Orbigny, 1852	Reptolunulites angulosa	d'Orbigny, 1852	1	156		
725	Vibracella	Waters, 1891	Cellepora trapezoidea	Reuss, 1848	1	1006		
726	Selenaria	Busk, 1854	Lunulites maculata	Busk, 1852	1	162		
