72	ALCYONIDIIDAE	Johnston, 1838	7	1	Hincks, 1880 in Taylor	Colony encrusting or erect, thin or fleshy. Autozooids often with a short peristome and puckered circular orificial region, mostly contiguous, not generally with kenozooids between them. Kenozooids, where present, non-spinose. Intertentacular organ present or absent. (Gordon 1984)	1	80		
73	PACHYZOONTIDAE	d'Hondt, 1983	7	1		Colony small, rounded, formed by contiguous autozooids with a thick cuticle and long, tubular peristomes on the upper face, and kenozooidal rhizoids on the lower face. (after d'Hondt,1983, also figured Cook, 1988).	1	82		
74	CLAVOPORIDAE	Osburn & Soule, 1953	7	1		Colony erect, composed of a kenozooidal peduncle, which is sometimes muscular, attached basally by a disc or by rhizoids, and a small, terminal head of autozooids, which are contiguous. Orifice puckered, subterminal. ( after d'Hondt ,1975).	1	81		
75	LOBIANCOPORIDAE	Delage & Herouard, 1897	7	0	?status		0	80		
76	FLUSTRELLIDRIDAE	Bassler, 1953	7	1		Colony encrusting or erect, fleshy, with thickened cuticle. Autozooids generally relatively large, the orificial region either papilliform, or with an operculum-like flap formed from the proximal part of a thickened, bilabiate orifice. Kenozooids always present, with a definite position in relation to autozooids; smooth-surfaced or spinose. Several embryos brooded in one zooid, bivalved larvae produced. (after Gordon, 1984, Hayward. 1985)	1	85		
78	PHERUSELLIDAE	Osburn & Soule, 1953	7	1			1	86		
80	PALUDICELLIDAE	Allman, 1844	7	1	Modify WWW	Colony creeping, loosely adherent, zooids transparent, uniserial, occasionally branching, orifice terminal on a long peristome. Embryos developing attached to the outer cuticle, hibernacula produced seasonally; confined to freshwater habitats. (after Hayward, 1985).	1	93		
81	AETHOZOONTIDAE	d'Hondt, 1983	7	1		Colony small, comprising only 3-4 autozooids, anchored by paired kenozooids. Zooids isolated, transparent, very large, with elongated peristomes, connected to each other basally by thin zooid extensions.(after d'Hondt, 1983 and Hayward & Erséus, 1980, for family, also see d'Hondt & Gordon, 1996, who got it from New Caledonia).	1	94		
82	MONOBRYOZOONTIDAE	Remane, 1936	7	1			0	83		
83	ARACHNIDIIDAE	Hincks, 1880	7	1		Colony erect, branching, or forming an adherent network of disjunct zooids interconnected by narrow connecting processes in which short separate segments may occasionally be interpolated. Encrusting zooids typically with an adnate basal part and erect tubular part (peristome); the bulk of the polypide occurring in whichever of these parts is larger. Body wall hyaline, or opaque and earthy in appearance. (Gordon 1984)	1	95		
84	NOLELLIDAE	Harmer, 1915	7	0	=Arachnidiidae (Jebram 1973)	Colony encrusting to semi-erect, adhering by kenozooidal rhizoids. Zooids often fleshy, very elongated, cuticle covered by sand grains, separated for most of their length, connected proximally by thin extensions or budded peristomially. Embryos numerous, probably brooded in an invagination of distal body wall.(after Hayward, 1985).	1	95		
85	PANOLICELLIDAE	Jebram, 1985	7	1			1	113		
86	VICTORELLIDAE	Hincks, 1880	7	1		Colony encrusting or loosely adherent, cuticle transparent, zooids thinly spaced or in clumps. Zooids elongated, budded peristomially. Intertentacular organ present, brooding in an invagination of the vestibular wall. (after Hayward, 1985).	1	87		
87	POTTSIELLIDAE	Braem, 1940	7	1			1	88		
88	SUNDANELLIDAE	Jebram, 1973	7	1		Colony loosely encrusting, zooids very large, with a thick cuticle, and a puckered orifice, budded peristomially. Embryos brooded in an invagination of the body wall.	1	89		
90	AEVERRILLIIDAE	Jebram, 1973	7	1		Colony creeping, formed from kenozooids which bud pairs of small autozooids. these have a terminal spinous collar, and a large gizzard. (after Marcus, 1941, Rogick, 1945).	1	101		
91	HARMERIELLIDAE	d'Hondt, 1983	7	1			1	92		
92	WALKERIIDAE	Hincks, 1880, emend Bassler,53	7	1		Colony creeping, inconspicuous, formed by uniserial, branching kenozooids which bud   small pairs of kenozooids, developed in groups, each of which buds an autozooid. Larvae brooded in the zooidal vestibule. (after Harmer, 1915, Hayward, 1985).	1	102		
94	MIMOSELLIDAE	Hincks, 1877	7	1		Zooids contracted basally, sometimes pedicellate, deciduous, arising from short kenozooids that are produced as short branches from the main stolon(s); capable of flexing movements. Embryos brooded internally. (Gordon, 1984)	1	103		
95	BATHYALOZOONTIDAE	d'Hondt, 1975	7	1			1	91		
96	TRITICELLIDAE	Sars, 1873	7	1			1	98		
98	HYPOPHORELLIDAE	Prenant & Bobin, 1956	7	1			1	104		
99	ORBIGNYOPORIDAE	Pohowsky, 1978	7	1			0	105		
100	PENETRANTIIDAE	Silen, 1946	7	1		Colony boring. Zooids pedunculate, vaneless, essentially vertical in the substratum. Peduncle inserted in distal half of zooid. Ovicelled gonozooids typically present. Closing apparatus an operculum. (Gordon, 1984)	1	114		
101	VOIGTELLIDAE	Pohowsky, 1978	7	1			0	106		
102	VESICULARIIDAE	Hincks, 1880	7	1		Colonies very large, erect, branched, attached by rhizoids, or small and creeping. Zooids budded in contiguous groups from kenozooidal stolons, often regularly and profusely patterned. Orifices terminal, gizzard present or absent. Larvae brooded in the tentacle sheath. (after Hayward, 1985).	1	89		
103	FARRELLIDAE	d'Hondt, 1983	7	1			1	99		
104	BUSKIIDAE	Hincks, 1880	7	1		Colony creeping, inconspicuous, or erect and branching, composed of kenozooidal stolons and groups of autozooids. Some autozooids covered by adherent shell fragments. Gizzard present; embryos brooded in the tentacle sheath.	1	90		
105	HAYWARDOZOONTIDAE	d'Hondt, 1983	7	1			1	100		
106	TEREBRIPORIDAE	d'Orbigny, 1847	7	1			1	107		
108	IMMERGENTIIDAE	Silen, 1946	7	1			1	96		
110	SPATHIPORIDAE	Pohowsky, 1978	7	1			1	108		
112	COOKOBRYOZOONIDAE	Pohowsky, 1978	7	1			0	109		
113	ROPALONARIIDAE	Nickles & Bassler, 1900	7	1			0	97		
114	VINELLIDAE	Ulrich & Bassler, 1904	7	1			0	112		
115	ASCODICTYIDAE	Miller, 1889	7	1			0	110		
130	AETEIDAE	Smitt, 1868	8	1		Colonies are runners (or chains) of single zooids, with each zooid composed of an adnate portion and an erect portion. The erect part is tubular, terminating with a frontal membrane and terminal operculum. Brooding of larvae is in membranous sacs attached to the erect part of the zooid, but are ephemeral and are rarely seen.	1	151		
131	LEIOSALPINGIDAE	d'Hondt & Gordon, 1996	8	1		Colonies erect, uniserial, very weakly calcified, attached by rhizoids. Zooids subconical, with an elliptical opesia and frontal membrane. No ovicells, spines, or avicularia.	1	153		
132	SCRUPARIIDAE	Gray, 1848	8	1	not Busk	Colonies of creeping chains of discrete zooids or kenozooids, with scattered erect series. Zooids expand from a narrow tubular proximal part to a domed central part with an oval frontal opesia. Zooids are poorly calcified; budding of zooids may be from the distal margin of the zooid or from  the proximal side of the opesia. Brooding is in a bivalved ovicell distal to a specialised maternal zooid.	1	152		
134	EUCRATEIDAE	Johnston, 1847	8	1	?Johnston, 1838 (Taylor)	Colonies erect, tufted, Autozooids long and slender, attenuate proximally, with a membranous frontal area; arranged singly or paired back-to-back, in branching series, the buds arising disto-laterally.  No spines, avicularia, or ooecia. (Hayward & Ryland, 1998)	1	154		
135	LABIOSTOMELLIDAE	Silen, 1942	7	1			1	115		
136	MEMBRANIPORIDAE	Busk, 1854	8	1		Colonies encrusting or erect; unilaminar or bilaminar; weakly to well-calcified. Zooids with vertical and basal calcified walls, but virtually no frontal calcified wall: most of the frontal surface is occupied by frontal membrane. Intertentacular organ present. Spines or tubercles may be present at corners of zooid. Spines at the margin of the opesia in few species. Larvae not brooded; planktotrophic, of bivalved (cyphonautes) form where known. Ancestrulae generally twinned. Kenozooids may be present in a few species; modified zooids analogous to avicularia are rare.	1	155		28/06/2008
137	WAWALIIDAE	Dzik, 1975	8	1			0	156		
138	QUADRICELLARIIDAE	Gordon, 1984	8	1		Colonies erect, usually jointed and branching, of quadriserial branches, with a rooted basal zone. Zooids with gymnocyst developed mainly proximal to the the opesia, and a narrow border of cryptocyst.  Ovicells are endozooidal, inconspicuous, with little difference from non-brooding zooids. Adventitious avicularia present or absent, varying in size in different species.	1	167		
139	VINCULARIIDAE	Busk, 1852	8	1			0	168		
140	DESMACYSTIDAE	Dick & Ross, 1988	8	1			1	313		
141	ACANTHODESIIDAE	Vigneaux, 1949	8	0	=Membraniporidae		0	155		
142	ELECTRIDAE	d'Orbigny, 1851	8	1	?Stach, 1937 (Taylor)	Colonies encrusting, forming branching chains of discrete zooids, or irregular laminar expansions; often growing on algae or seagrass. Zooids often thinly calcified, less often heavily calcified, with extensive gymnocyst and a large opesia and frontal membrane. Intertentacular organ present. Flexible cuticular or partly calcified spinous processes may extend from the margin of the opesia; in some cases these are branched and spread over the frontal membrane. Larvae free-swimming, planktotrophic, of cyphonautes type. Ovicells and avicularia absent.	1	158		
143	CORYNOSTYLIDAE	Vigneaux, 1949	8	1			0	159		
144	ELECTRINIDAE	d'Orbigny, 1851	8	0	=Electridae		0	158		
145	TENDRIDAE	Vigneaux, 1949	8	1		Colonies encrusting, weakly calcified, of chains of disjunct zooids. Frontal area oval with marginal spines, gymnocyst extensive. Brooding zooids dimorphic, expanded distally, with a frontal cover of fused spines.	1	172		
146	FLUSTRIDAE	Fleming, 1828	8	1	?Smitt, 1867	Colony erect with broad or narrow flattened fronds arising from an encrusting base, or wholly encrusting.  Fronds uni-or bilamellar.  Zooids not heavily calcified, generally rectangular, with a wholly membranous frontal surface, or with a short gymnocyst. Spines present or absent. Avicularia vicarious or interzooidal or absent. Ovicell endozooidal or lacking.  (Gordon 1984)	1	171		
147	HELIODOMIDAE	Vigneaux, 1949	8	1			1	174		
148	CALLOPORIDAE	Norman, 1903	8	1		Colonies generally encrusting laminar sheets, rarely erect  Zooids often with extensive gymnocyst, an oval area including a cryptocyst which varies from minimal to extensive. Spines marginal to area absent or present, and may arch over the frontal membrane forming a protective cover. Interzooidal communication by septular pores or through pore-chambers.  Avicularia variable in frequency and type: absent in some species, adventitious, interzooecial or vicarious in others. Ovicells range widely from barely detectable caps to prominent hyperstomial types.	1	161		
149	ALDERINIDAE	Canu & Bassler, 1927(1925?)	8	0	=Calloporidae		0	161		
150	CHAPERIIDAE	Jullien, 1888	8	1		Colonies mainly as encrusting sheets, rarely as runners or erect rods. Zooids with little gymnocyst, and a narrow border of granular cryptocyst surrounding the opesia, expanding as a shelf on the proximal side in some species. A pair of calcareous plates, or occlusor laminae, are found in most forms. Spines are commonly present, either as a number of articulated spines on the distal margin of the zooid, or complexly branching spines arching over the frontal membrane (or both types). Avicularia absent, or adventitious avicularia of various types. Ovicells absent, or prominent hyperstomial or independent.	1	165		
151	ALLANTOPORIDAE	Vigneaux, 1949	8	0	=Calloporidae		0	161		
152	CUPULADRIIDAE	Lagaaij, 1952	8	1		Colony free-living, cap-shaped, zooids opening on convex surface, budded radially from triple ancestrular complex encrusting a sand grain. Basal surface of extrazooidal tissue in radial compartments  alternating with overlying zooidal rows. Autozooids with narrow marginal cryptocyst, or with a cryptocystal layer perforated by several openings. An avicularium is associated with each autozooid, in a distal position. Avicularian mandibles setiform, pivoting on pair of condyles. Larvae brooded internally; no visible differentiation of brooding zooids.	1	176		
153	ANTROPORIDAE	Vigneaux, 1949	8	1		Colony encrusting, unilaminar or multilaminar. Autozooid cryptocyst moderately developed, gymnocyst negligible or absent. Spines absent. Avicularia interzooidal, small, and vicarious, large. Ovicells small, cap-like, endozooidal (After Tilbrook, Hayward & Gordon, 2001)	1	164		
154	HIANTOPORIDAE	Gregory, 1893	8	1		Colonies forming flat sheets growing over substrate surfaces, or as hollow curved sheets. All have numerous basal rhizoids arising from septular pores. Zooid arrangement varies from sheets of contiguous zooids to loosely joined zooids connected by calcareous tubes. Zooids deep, with practically no gymnocyst and no cryptocyst. Large oval area of frontal membrane is overarched by a complex branching spine system developed from one margin of the zooid. Usually a single lateral avicularium on each zooid, often forming part of the spine complex. Ovicells prominent to  immersed, independent.	1	166		
155	TEGELLIDAE	Vigneaux, 1949	8	0	=Calloporidae		0	161		
156	ONYCHOCELLIDAE	Jullien, 1882	8	1			1	198		
157	CHAPERINIDAE	Balavoine, 1959	8	0	=Chaperiidae		0	165		
158	MICROPORIDAE	Gray, 1848	8	1		Colony encrusting, in sheets, sometimes associated with algae, or erect, well calcified, occasionally flustrine. Autozooids with well developed, flat cryptocyst pierced by one or more pairs of opesiules. Avicularia interzooidal or vicarious. Ovicell hyperstomial, imperforate.We need a note that this family is in need of complete revision, as many genera have few or no characters in common with the above.	1	188		
159	CALPENSIIDAE	Canu, & Bassler, 1923	8	0	=Microporidae		0	188		
160	LUNULARIIDAE	Levinsen, 1909	8	1		Colony free-living, high-domed, hollow basally, budded radially from ancestrula with no solid substratum. Autozooids with large opesia, sometimes with a proximal expansion of cryptocyst. Avicularia large,..........Brooding zooids large, interspersed with autozooids, with small cavity at distal end. Embryos very large, filling entire brooding zooid cavity. Colony regeneration from basal buds, and possible from small fragments'. (after Cook & Chimonides).	1	193		
161	LUNULITIDAE	Lagaaij, 1952	8	1	?valid; =Lunulariidae	Colony free-living, lenticular, budded radially from an ancestrula encrusting a sand grain. Basal side with radial coelomic compartments. Zooids with well- developed cryptocyst and generally, a small rounded opesia. Avicularia small, interzooidal, often placed regularly between zooids. Brooding zooids not known in the only Australian species provisionally referred to the family. (after Cook & Chimonides)	0	191		
162	SELENARIIDAE	Busk, 1854	8	1		Add phrases to make consistent with other lunulites.........'budded radially from ancestrula attached to a sand grain. Basal side well calcified, with extrazooidal radial compartments. Zooids arranged in concentric regions consisting of autozooids, female brooding zooids with a small distal chamber, and marginal male zooids. Interzooidal or vicarious avicularia interspersed with zooids. ........Male zooids often with minute opesia with a distal tooth, very long, paired tentacles, complex muscle systems and no other viscera.' (after Cook & Chimonides).	1	194		
163	OTIONELLIDAE	Bock & Cook, 1998	8	1		Colony free-living, cup-shaped or lenticular, solid or hollow basally, budded radially or spirally from ancestrula encrusting sand grain. Basal surface with traces of extrazooidal compartments, and marginal avicularia in some species. Zooids usually with a small, rounded to bell-shaped opesia. Colonies include autozooids and brooding zooids, which are sometimes enlarged and marginal. Avicularia budded among zooids, sometimes enlarged and in radial series, mandibles elongated, with lateral expansions, or setiform. Colony regeneration from small fragments possible. (after  Bock & Cook).	1	195		
164	BRYOPASTORIDAE	d'Hondt & Gordon, 1999	8	1			1	173		
165	DISCOPORELLIDAE	Baluk & Radwanski, 1984	8	0	=Cupuladriidae		0	176		
166	STEGINOPORELLIDAE	Hincks, 1884	8	1		Colonies erect or encrusting. Zooids subrectangular, with proximal perforate cryptocyst descending at the sides, forming opesiular indentations. Cryptocyst extending centrally to form a polypide tube which may have a terminal expansion. Cuticular operculum reinforced with sclerites closing on a distal oral shelf. Zooids of two types, the 'B-type' being larger, considered analogous to an avicularium. Larval brooding internal; brooding zooids not differentiated.	1	203		
167	OPESIULIDAE	Jullien, 1888	8	0	=Microporidae		0	188		
168	THALAMOPORELLIDAE	Levinsen, 1902	8	1		Colonies erect or encrusting. Zooids subrectangular, with extensive perforate cryptocyst; opesia  semicircular or with a broad convex proximal margin, with an coincident operculum. Opesiules large, paired or single, delimiting a central or lateral polypide tube. Single or paired tuberculate prominences may occur at the distal end of a zooid. Avicularia vicarious, with spatulate, pointed or triangular mandible. Ovicells prominent, inflated and thinly calcified, or absent. Internal calcareous spicules normally present.	1	206		
169	MONOPORELLIDAE	Hincks, 1882	8	1		Colony encrusting. Zooids with flat to convex cryptocyst with numerous pores and a pair of small opesiules proximal to opesia. Opesia semicircular, coterminous overlying operculum; distal oral spines present. Ovicellular complex contributed to by four zooids, with slit-like lateral openings. No avicularia.	1	210		
170	MACROPORIDAE	Uttley, 1949	8	1		Colony encrusting or erect. Zooids with convex porous frontal cryptocyst, with numerous small opesiular pores (analogous to an ascophoran frontal with pseudopores). Opesia broadly D-shaped, closed by coterminous overlying calcareous operculum. A dimorphic zooid with a more elaborate operculum is assumed to be an avicularian homologue. Brooding zooids with inflated prominent ovicell recumbent on distal zooid, kenozooid, or on the substratum.	1	211		
171	LABIOPORELLIDAE	Harmer, 1926	8	1	?=Steginoporellidae	Colonies erect or encrusting. Zooids subrectangular, with proximal perforate cryptocyst descending at the sides, rarely forming opesiules or opesiular indentations. Cryptocyst forming a central or lateral polypide tube. Interzooecial avicularia with spatulate mandible. Larval brooding presumed to be internal; brooding zooids not differentiated.	1	204		
172	SETOSELLIDAE	Levinsen, 1909	8	1			1	192		
173	HESYCHOXENIIDAE (?)	Gordon & Parker, 1991	8	1			1	205		
174	CHLIDONIIDAE	Busk, 1884	8	1		Colony erect or adnate, jointed. Internodes single or double zooecia, with tubular proximal part expanding distally, with elliptical area covered by frontal membrane. Cryptocyst extensive, with small semicircular to oval opesia, and in one species with small pores, possibly opesiules. Vicarious avicularia known in one species. Brooding internal, in enlarged zooids. Kenozooids in some branch segments, and in jointed filiform branch terminations.	1	208		
175	ECHINOVADOMIDAE	Tilbrook, Hayward & Gordon, 2001	8	1	Tilbrook 2000 is nomen nudum	Colony encrusting, unilaminar. Autozooids with perforate cryptocystidean frontal shield. Primary orifice suborbicular, longer than wide; anter deep, with smooth inner edge separated from a shallow poster by proximally incurved condyles. Large flared peristome of fused lobes or processes. No spines. No avicularia. Ovicell hyperstomial, globular, embedded in frontal shield of distal autozooid; ectooecium membranous; spinose calcareous endooecium growing frontally from both sides of the orifice, the two sides meeting and joining during ontogeny, leaving two foramina of which the proximal one is larger; no other perforations; not closed by maternal zooid. Ancestrula not observed. (Tilbrook, Hayward & Gordon, 2001)	1	398		
176	ALYSIDIIDAE	Levinsen, 1909	8	1		Colony erect, uniserial, weakly calcified, branched, with cuticular nodes, each zooid series terminating in a kenozooidal spine. Autozooids with tubular proximal gymnocyst and small opesia surrounding a proximal cryptocyst. Avicularia absent. Brooding zooids terminal, with large, bivalved ovicell, or branched kenozooidal spines, forming a globular brood chamber. N.B. This includes Paracatenicula Bock & Cook  MS	1	207		
177	EUGINOMIDAE	Vigneaux, 1949	8	0	=Cellariidae		0	214		
178	CELLARIIDAE	Fleming, 1828	8	1	Hincks, 1880 (Taylor); Lamouroux?	Colonies erect, jointed or unjointed, attached by rhizoids. Branches cylindrical or flattened bilaminar. Zooids subhexagonal or rhomboidal, with extensive imperforate cryptocyst; opesia restricted to a semicircular area with a covering operculum. Avicularia interzooidal or vicarious. Ovicells endotoichal, often with opening separated from opesia.	1	214		
179	MEMBRANICELLARIIDAE	Levinsen, 1902	8	1	Levinsen, 1909?		1	217		
