# 
# TAXON-ID
#   This is the unique locator, should match TAXON-ID in taxa.txt
# 
TAXON-ID	LATIN-COMMENTS
2111	
2112	
2113	
2114	
2115	
2116	
2117	
2118	
2119	
2120	
2121	
2122	
2123	
2124	
2125	
2126	
2127	
2128	
2129	
2130	
2131	
2132	
2133	
2134	
2135	
2136	
2137	
2138	
2139	
2140	
2141	
2142	
2143	
2144	
2145	
2146	
2147	
2148	
2150	
2151	
2152	
2153	
2154	
2155	
2156	
2157	
2158	
2159	
2160	
2161	
2162	
2163	
2164	
2165	
3039	Etiam Diastopora fide Morris (1843), Etheridge (1888);   Silurian, Wenlockian (England);   ?Recent;
3773	Silurian, Ludlovian-Pridolian (Mongolia: Chokusinsk beds);   Devonian, Emsian-Eifelian (Mongolia);
7296	Recent, Antarctic;
10001	
10002	
10003	
10004	
10005	
10006	
10007	
10008	
10009	
10010	
10011	
10012	
10013	
10014	
10015	
10016	
10017	
10018	
10019	
10020	
10021	
10022	
10023	
10024	
10025	
10026	
10027	
10028	
10029	
10030	
10031	
10032	
10033	
10034	
10035	
10036	
10037	
10038	
10039	
10040	
10041	
10042	
10043	
10044	
10045	
10046	
10047	
10048	
10049	
10050	
10051	
10052	
10053	
10054	
10055	
10056	
10057	
10058	
10059	
10060	
10061	
10062	
10063	
10064	
10065	
10066	
10067	
10068	
10069	
10070	
10071	
10072	
10073	
10074	
10075	
10076	
10077	
10078	
10079	
10080	
10081	
10082	
10083	
10084	
10085	
10086	
10087	
10088	
13589	Species typica Stomatopora Bronn, 1825;   Etiam Stomatopora fide Bronn (1825);   Etiam Aulopora fide Goldfuss (1831);   Jurassic, Bajocian-Oxfordian (France, England, Germany);
13852	Etiam Berenicea fide Vine (1881);   Etiam Elea fide Brauns (1879);   Etiam Eschara fide Bronn (1837); Nunc Diastopora fide Walter (1969);   Jurassic, Aalenian-Callovian (western Europe);    Recent, Atlantic (France) dubious!;
13905	Species typica Entalophora Lamouroux, 1821;   Jurassic, Bathonian-Callovian (France);  ?Cenozoic, France;   ?Recent;
14299	Species typica Spiropora Lamouroux, 1821;   Species typica Cricopora de Blainville, 1834;   Etiam Cricopora fide de Blainville (1834);   Jurassic, Aalenian-Bathonian (England, France);  Recent, Atlantic (France), Pacific (Australia)??;
15367	Etiam Defrancia fide Reuss (1847);   Etiam Domopora fide d'Orbigny (1850)  Hincks (1880), Voigt (1975);   Etiam Heteropora (Ceriopora) fide Roemer (1840);   Etiam Lichenopora fide d'Orbigny (1853), Gregory (1909);   Etiam Lichenopora (Radiopora) fide Ulri
16286	Vide Pustulopora proboscidea;
17045	Vide Ceriopora clavata   Fossil only;
19358	Nunc Proboscinopora fide Pitt & Taylor, 1990;  worn specimen fide Pergens (1889) ?1890 and synonym of Proboscina ricordeana or vice versa;    Cretaceous, Aptian (France, Les Croutes);  [dubious ?Subjective junior synonym de Alecto major fide Busk (1875); 
20001	
20002	
20003	
20004	
20005	
20006	
20007	
20008	
20009	
20010	
20011	
20012	
20013	
20014	
20015	
20016	
20017	
20018	
20019	
20020	
20021	
20022	
20023	
20024	
20025	
20026	
20027	
20028	
20029	
20030	
20031	
20032	
20033	
20034	
20035	
20036	
20037	
20038	
20039	
20040	
20041	
20042	
20043	
20044	
20045	
20046	
20047	
20048	
20049	
20050	
20051	
20052	
20053	
20054	
20055	
20056	
20057	
20058	
20059	
20060	
20061	
20062	
20063	
20064	
20065	
20066	
20067	
20068	
20069	
20070	
20071	
20072	
20073	
20074	
20075	
20076	
20077	
20078	
20079	
20080	
20081	
20082	
20083	
20084	
20085	
20086	
20087	
20088	
20089	
20090	
20091	
20092	
20093	
20094	
20095	
20096	
20097	
20098	
20099	
20100	
20101	
20102	
20103	
20104	
20105	
20106	
20107	
20108	
20109	
20110	
20111	
20112	
20113	
20114	
20115	
20116	
20117	
20118	
20119	
20120	
20121	
20122	
20123	
20124	
20125	
20126	
20127	
20128	
20129	
20130	
20131	
20132	
20133	
20134	
20135	
20136	
20137	
20138	
20139	
20140	
20141	
20142	
20143	
20144	
20145	
20146	
20147	
20148	
20149	
20150	
20151	
20152	
20153	
20154	
20155	
20156	
20157	
20158	
20159	
20160	
20161	
20162	
20163	
20164	
20165	
20166	
20167	
20168	
20169	
20170	
20171	
20172	
20173	
20174	
20175	
20176	
20177	
20178	
20179	
20180	
20181	
20182	
20183	
20184	
20185	
20186	
20187	
20188	
20189	
20190	
20191	
20192	
20193	
20194	
20195	
20196	
20197	
20198	
20199	
20200	
20201	
20202	
20203	
20204	
20205	
20206	
20207	
20208	
20209	
20210	
20211	
20212	
20213	
20214	
20215	
20216	
20217	
20218	
20219	
20220	
20221	
20222	
20223	
20224	
20225	
20226	
20227	
20228	
20229	
20230	
20231	
20232	
20233	
20234	
20235	
20236	
20237	
20238	
20239	
20240	
20241	
20242	
20243	
20244	
20245	
20246	
20247	
20248	
20249	
20250	
20251	
20252	
20253	
20254	
20255	
20256	
20257	
20258	
20259	
20260	
20261	
20262	
20263	
20264	
20265	
20266	
20267	
20268	
20269	
20270	
20271	
20272	
20273	
20274	
20275	
20276	
20277	
20278	
20279	
20280	
20281	
20282	
20283	
20284	
20285	
20286	
20287	
20288	
20289	
20290	
20291	
20292	
20293	
20294	
20295	
20296	
20297	
20298	
20299	
20300	
20301	
20302	
20303	
20304	
20305	
20306	
20307	
20308	
20309	
20310	
20311	
20312	
20313	
20314	
20315	
20316	
20317	
20318	
20319	
20320	
20321	
20322	
20323	
20324	
20325	
20326	
20327	
20328	
20329	
20330	
20331	
20332	
20333	
20334	
20335	
20336	
20337	
20338	
20339	
20340	
20341	
20342	
20343	
20344	
20345	
20346	
20347	
20348	
20349	
20350	
20351	
20352	
20353	
20354	
20355	
20356	
20357	
20358	
20359	
20360	
20361	
20362	
20363	
20364	
20365	
20366	
20367	
20368	
20369	
20370	
20371	
20372	
20373	
20374	
20375	
20376	
20377	
20378	
20379	
20380	
20381	
20382	
20383	
20384	
20385	
20386	
20387	
20388	
20389	
20390	
20391	
20392	
20393	
20394	
20395	
20396	
20397	
20398	
20399	
20400	
20401	
20402	
20403	
20404	
20405	
20406	
20407	
20408	
20409	
20410	
20411	
20412	
20413	
20414	
20415	
20416	
20417	
20418	
20419	
20420	
20421	
20422	
20423	
20424	
20425	
20426	
20427	
20428	
20429	
20430	
20431	
20432	
20433	
20434	
20435	
20436	
20437	
20438	
20439	
20440	
20441	
20442	
20443	
20444	
20445	
20446	
20447	
20448	
20449	
20450	
20451	
20452	
20453	
20454	
20455	
20456	
20457	
20458	
20459	
20460	
20461	
20462	
20463	
20464	
20465	
20466	
20467	
20468	
20469	
20470	
20471	
20472	
20473	
20474	
20475	
20476	
20477	
20478	
20479	
20480	
20481	
20482	
20483	
20484	
20485	
20486	
20487	
20488	
20489	
20490	
20491	
20492	
20493	
20494	
20495	
20496	
20497	
20498	
20499	
20500	
20501	
20502	
20503	
20504	
20505	
20506	
20507	
20508	
20509	
20510	
20511	
20512	
20513	
20514	
20515	
20516	
20517	
20518	
20519	
20520	
20521	
20522	
20523	
20524	
20525	
20526	
20527	
20528	
20529	
20530	
20531	
20532	
20533	
20534	
20535	
20536	
20537	
20538	
20539	
20540	
20541	
20542	
20543	
20544	
20545	
20546	
20547	
20548	
20549	
20550	
20551	
20552	
20553	
20554	
20555	
20556	
20557	
20558	
20559	
20560	
20561	
20562	
20563	
20564	
20565	
20566	
20567	
20568	
20569	
20570	
20571	
20572	
20573	
20574	
20575	
20576	
20577	
20578	
20579	
20580	
20581	
20582	
20583	
20584	
20585	
20586	
20587	
20588	
20589	
20590	
20591	
20592	
20593	
20594	
20595	
20596	
20597	
20598	
20599	
20600	
20601	
20602	
20603	
20604	
20605	
20606	
20607	
20608	
20609	
20610	
20611	
20612	
20613	
20614	
20615	
20616	
20617	
20618	
20619	
20620	
20621	
20622	
20623	
20624	
20625	
20626	
20627	
20628	
20629	
20630	
20631	
20632	
20633	
20634	
20635	
20636	
20637	
20638	
20639	
20640	
20641	
20642	
20643	
20644	
20645	
20646	
20647	
20648	
20649	
20650	
20651	
20652	
20653	
20654	
20655	
20656	
20657	
20658	
20659	
20660	
20661	
20662	
20663	
20664	
20665	
20666	
20667	
20668	
20669	
20670	
20671	
20672	
20673	
20674	
20675	
20676	
20677	
20678	
20679	
20680	
20681	
20682	
20683	
20684	
20685	
20686	
20687	
20688	
20689	
20690	
20691	
20692	
20693	
20694	
20695	
20696	
20697	
20698	
20699	
20700	
20701	
20702	
20703	
20704	
20705	
20706	
20707	
20708	
20709	
20710	
20711	
20712	
20713	
20714	
20715	
20716	
20717	
20718	
20719	
20720	
20721	
20722	
20723	
20724	
20725	
20726	
20727	
20728	
20729	
20730	
20731	
20732	
20733	
20734	
20735	
20736	
20737	
20738	
20739	
20740	
20741	
20742	
20743	
20744	
20745	
20746	
20747	
20748	
20749	
20750	
20751	
20752	
20753	
20754	
20755	
20756	
20757	
20758	
20759	
20760	
20761	
20762	
20763	
20764	
20765	
20766	
20767	
20768	
20769	
20770	
20771	
20772	
20773	
20774	
20775	
20776	
20777	
20778	
20779	
20780	
20781	
20782	
20783	
20784	
20785	
20786	
20787	
20788	
20789	
20790	
20791	
20792	
20793	
20794	
20795	
20796	
20797	
20798	
20799	
20800	
20801	
20802	
20803	
20804	
20805	
20806	
20807	
20808	
20809	
20810	
20811	
20812	
20813	
20814	
20815	
20816	
20817	
20818	
20819	
20820	
20821	
20822	
20823	
20824	
20825	
20826	
20827	
20828	
20829	
20830	
20831	
20832	
20833	
20834	
20835	
20836	
20837	
20838	
20839	
20840	
20841	
20842	
20843	
20844	
20845	
20846	
20847	
20848	
20849	
20850	
20851	
20852	
20853	
20854	
20855	
20856	
20857	
20858	
20859	
20860	
20861	
20862	
20863	
20864	
20865	
20866	
20867	
20868	
20869	
20870	
20871	
20872	
20873	
20874	
20875	
20876	
20877	
20878	
20879	
20880	
20881	
20882	
20883	
20884	
20885	
20886	
20887	
20888	
20889	
20890	
20891	
20892	
20893	
20894	
20895	
20896	
20897	
20898	
20899	
20900	
20901	
20902	
20903	
20904	
20905	
20906	
20907	
20908	
20909	
20910	
20911	
20912	
20913	
20914	
20915	
20916	
20917	
20918	
20919	
20920	
20920	Cenozoic, Pleistocene (Japan or Taiwan?);   Recent, Pacific (Philippines);
20921	
20922	
20923	
20924	
20925	
20926	
20927	
20928	
20929	
20930	
20931	
20932	
20933	
20934	
20934	Vide Flustra savartii;
20935	
20935	Vide Vaginopora texturata;
20936	
20937	
20937	Vide Cauloramphus triangularis;
20938	
20939	
20940	
20941	
20942	
20942	Vide Cellaria coronata;
20943	
20944	
20945	
20946	
20947	
20948	
20949	
20950	
20951	
20951	Species typica Actisecos Canu & Bassler, 1927;   Cenozoic, Pliocene (East China Sea) fide Lu (1989);     Pleistocene (Japan) fide Kataoka (1961);   Recent, Pacific (Philippines, Indonesia);
20952	
20953	
20954	
20955	
20956	
20957	
20957	Etiam Adeonellopsis fide Harmer (1957);   Cenozoic, Pliocene (Japan) fide Hayami (1971);   Recent, Pacific (Philippines);
20958	
20959	
20959	Vide Dictyopora cellulosa;
20960	
20961	
20961	Etiam Reptadeonella fide Winston (1982);   Cenozoic, Pleistocene (USA, Louisiana);   Recent, Atlantic (Brazil; USA, Florida, both coasts);
20962	
20963	
20964	
20965	
20965	Species typica Adeona Lamouroux, 1816;   Species typica Dictyopora MacGillivray, 1869;   Etiam Dictyopora fide MacGillivray (1869);   Etiam Microporella fide Waters (1885);   Cenozoic, Miocene, Balcombian (Langhian) (Australia, Muddy Creek) fide MacGilliv
20966	
20967	
20967	Vide Cellepora heckeli;
20968	
20968	Vide Adeonella insidiosa;
20969	
20970	
20971	
20972	
20973	
20974	
20975	
20976	
20977	
20978	
20978	Vide Lepralia violacea;
20979	
20980	
20981	
20982	
20983	
20984	
20985	
20985	Subjective junior synonym Eschara platalea fide Harmer (1957);   Cenozoic, Pleistocene (Japan) fide Kataoka (1961);   Recent, Pacific (Philippines, Borneo, China Sea);
20986	
20987	
20987	Species typica Adeonella Busk, 1884;   Etiam Eschara fide Busk (1884);   Cenozoic, Miocene;   Recent, Pacific (Philippines);
20988	
20988	Vide Eschara polystomella;
20989	
20990	
20991	
20992	
20992	Subjective junior synonym Microporella yarraensis fide Harmer (1957) (PEB: Incorrect) ;   Nunc Adeonellopsis fide Harmer (1957);   Recent, Pacific (Australia);   Fossil: Pleistocene (Japan) fide Kataoka (1961);
20993	
20994	
20994	Subjective junior synonym Microporella yarraensis fide Harmer (1957);   Cenozoic, Pleistocene (Japan) fide Sakaura (1935), Kataoka (1961);   Recent, Pacific (Philippines);  Subjective junior synonym Microporella yarraensis fide Harmer (1957); not accepted
20995	
20996	
20997	
20997	Vide Eschara coscinophora;
20998	
20999	
21000	
21001	
21002	
21003	
21004	
21005	
21006	
21007	
21008	
21009	
21010	
21011	
21012	
21013	
21014	
21015	
21016	
21017	
21018	
21019	
21019	Vide Eschara subteres;
21020	
21020	Vide Eschara sulcata;
21021	
21022	
21023	
21024	
21024	Vide Adeonella tuberculata;
21025	
21026	
21027	
21028	
21029	
21031	
21032	
21033	
21034	
21035	
21036	
21037	
21038	
21039	
21040	
21041	
21042	
21043	
21044	
21045	Vide Sertularia anguina;
21045	
21046	
21047	
21048	Subjective junior synonym Hippothoa sica fide Hincks (1880) & Ryland (1965);   Etiam Aetea anguina recta fide Smitt (1867), Waters (1879);   Cenozoic, Miocene, Savignian (France) fide Canu & Lecointre (1927), Buge (1957);     ?Miocene, Tortonian (France);
21048	
21049	Vide Hippothoa sica;
21049	
21050	Vide Anguinaria truncata;
21050	
21051	Cenozoic, Pliocene, Piacenzian (France);   Recent, Atlantic (Britain), Mediterranean (Adriatic);
21051	
21052	
21053	
21054	
21055	
21057	
21058	
21059	
21060	
21061	
21062	Vide Aplousina(?) circumsaepta;
21062	
21063	
21064	Etiam Gemelliporidra fide Caretto (1966);   Etiam Hydractinia fide Nicholson (1886);   Etiam Poractinia fide Vinassa de Regny (1899);   Cenozoic, Pliocene (England: Red & Corallin Crags);     Pliocene, middle-upper [Astian] (Italy) fide Caretto (1966); [R
21064	
21065	
21066	
21067	
21068	
21069	
21070	
21071	Vide Membranipora imbellis;
21071	
21072	
21074	
21075	
21076	
21077	
21078	
21079	
21080	Etiam Crassimarginatella fide Gordon (1984);   Cenozoic, Pliocene (Panama);   Recent, western Atlantic (Florida-Colombia); eastern Pacific (California-Colombia;  Galapagos);
21080	
21081	Vide Membranipora solidula;
21081	
21082	
21083	
21085	
21086	
21087	
21088	
21089	
21090	
21091	
21092	
21094	
21095	
21096	
21097	
21098	Vide Lepralia labrosa;
21098	
21100	
21101	
21102	
21103	
21105	Vide Caberea rudis;
21105	
21106	
21107	
21108	
21109	
21110	
21111	Vide Cellepora angulosum;
21111	
21112	
21113	
21114	
21115	
21116	
21117	
21118	
21119	Nunc Labioporella fide Harmer (1926) & Canu & Bassler (1929);   Etiam Membranipora fide Jelly (1889);   Recent, Pacific (Australia);   Cenozoic, Miocene, Balcombian (Langhian) (Australia, Schnapper Point);
21119	
21120	
21121	
21122	
21124	
21125	
21126	
21127	
21128	
21129	
21131	
21132	
21133	
21134	
21135	
21136	
21137	
21138	Species typica Onychoblestrum Gordon, 1984;   Etiam Onychoblestrum fide Gordon (1984);   Cenozoic, middle Oligocene (New Zealand);   Recent, Pacific (Kermadec Islands);
21138	
21139	
21140	
21141	
21142	Vide Membranipora minax;
21142	
21145	
21147	
21149	
21151	
21152	
21153	
21154	
21155	
21157	
21158	
21159	
21160	
21161	
21162	
21165	
21166	
21167	
21168	
21169	
21170	
21171	Species typica Cercaripora Fischer, 1866;   Etiam Aetea fide Busk (1852);   Cenozoic, ?Miocene, Tortonian (France);     Miocene, Savignian (France) fide Canu & Lecointre (1927), Buge (1957);     Miocene-Pliocene boundary, Pontian [Messinian] fide Voigt (1
21171	
21172	
21173	
21175	
21176	
21177	
21178	
21179	Etiam Flabellopora fide Lu (1989);   Cenozoic, Pleistocene (China);   Recent, Pacific (South China Sea);
21181	
21182	
21184	
21185	
21186	
21188	
21189	
21190	
21191	
21192	Etiam Akatopora fide Taylor (1991);   Cenozoic, Pliocene (New Zealand);   Recent, Pacific (New Zealand);
21192	
21193	
21194	
21197	
21198	
21199	Junior synonym Membraniporidra tuberosa fide d'Hondt & Gordon 1999;   Cenozoic, Pliocene (New Zealand);   Recent, Pacific (New Zealand);
21199	
21200	
21201	
21202	?Subjective junior synonym Membranipora filum fide Hastings (1945);   Etiam Crassimarginatella fide Hastings (1945);   Cenozoic, Pleistocene (USA, Louisiana) fide Cheetham & Sandberg (1964);   Recent, North Atlantic (Gulf of Mexico);
21202	
21203	
21204	Species typica Aptonella Canu & Bassler, 1928;   Cenozoic, Pleistocene (West Africa) fide Cook (1985);   Recent, Atlantic (Brazil);
21204	
21205	Cenozoic, late Pleistocene (Tasmania) fide Wass and Yoo (1975);   Recent, Pacific (Australia, New South Wales);
21205	
21206	
21209	
21211	
21212	
21213	
21216	Vide Eschara unicornis;
21216	
21218	Vide Flustra cecilii;
21219	
21221	Vide Lepralia circinata;
21222	
21224	
21225	
21226	
21227	
21229	Vide Micropora cavata;
21230	Species typica Aspidostoma Hincks, 1881;   Subjective junior synonym Eschara gigantea fide Busk (1884) & Levinsen (1909);   Cenozoic, Oligocene, Chattian (Australia, Waurn Ponds) fide MacGillivray (1895); material  placed in Micropora cavata by Brown (195
21230	
21232	
21233	
21234	
21235	
21236	
21239	
21240	
21241	
21242	
21243	
21244	
21245	
21246	
21247	Species typica Australiana Powell, 1966;   Objective junior synonym Selenariopsis gabrieli fide Cook & Chimonides (1981);   Cenozoic, Miocene (southeastern Australia) (fossil material not same species fide Bock & Cook 1996);   Recent, Pacific (Australia);
21247	
21248	
21249	
21250	
21252	
21253	
21254	
21255	
21256	
21257	
21258	
21259	
21260	
21261	
21262	
21263	
21264	
21265	
21266	
21267	
21268	
21269	
21270	
21271	
21272	
21273	
21274	
21275	
21276	
21277	
21278	
21280	
21281	
21282	
21283	
21284	
21285	
21286	
21287	
21290	
21291	
21292	
21295	
21297	
21298	
21299	Vide Colletosia bellula;
21299	
21300	Species typica Escharella Gray, 1848;   Etiam Escharella fide Gray (1848);   Etiam Lepralia fide Johnston (1847);   Etiam Mucronella fide Jelly (1889);   Cenozoic, Miocene, Helvetian (France) fide Balavoine (1955);     Pliocene (Britain: Coralline Crag; n
21300	Species typica Escharella Gray, 1848;   Etiam Escharella fide Gray (1848);   Etiam Lepralia fide Johnston (1847);   Etiam Mucronella fide Jelly (1889);   Cenozoic, Miocene, Helvetian (France) fide Balavoine (1955);     Pliocene (Britain: Coralline Crag; n
21300	
21301	
21302	
21303	
21304	
21305	
21306	
21307	
21308	
21311	
21312	
21314	
21315	
21316	
21317	
21318	
21319	
21320	
21321	
21322	
21323	
21325	
21326	
21327	Etiam Bracebridgia fide Jelly (1889);   Cenozoic, Oligocene, Rupelian (Germany, Sollingen);   Recent, Pacific (Australia);
21327	
21328	
21329	
21330	
21332	
21333	
21334	
21335	
21336	
21337	
21338	
21339	
21340	
21341	
21342	
21343	
21344	
21345	
21346	
21347	
21349	
21350	
21351	
21353	
21354	
21355	
21356	
21357	
21358	
21359	
21360	Vide Porella emendata;
21360	
21361	Vide Biflustra geometrica;
21361	
21363	
21364	
21365	
21366	
21367	
21368	
21369	
21370	
21371	
21372	
21373	
21398	Cenozoic, Pleistocene (East China Sea) fide Lu (1989);   Recent, Pacific (Philippines, East China Sea);
21408	Subjective junior synonym Cellaria texta fide d'Hondt ();   Etiam Amastigia fide Harmer (1926);   Cenozoic, Miocene (Australia) fide Waters (1881) assigned to Caberea grandis in Waters (1882);     Pleistocene (USA, California) fide Soule & Duff (1957);   
21409	Vide Selbia zelandica;
21416	Vide Eschara denticulata;
21417	Subjective junior synonym Steganoporella minuta fide Cook & Bock (2001);   Recent, Pacific (Malaysia);   Fossil: Pleistocene (Japan);
21418	Vide Steganoporella [sic] minuta;
21428	Cenozoic, Pliocene (Japan) fide Kataoka (1957);   Recent, Pacific (Japan);
21469	Vide Membranipora tenella;
21474	Vide Microporella diadema angustipora;
21476	Vide Cellepora decorata;
21485	Species typica Caloporella MacGillivray, 1895;   Species typica Vittaticella Maplestone, 1900 fide Bassler (1935);   Nunc Catenicella fide Bassler (1934) & Gordon (1986);   Etiam Vittaticella fide Maplestone (1900);  Cenozoic, middle Miocene, Langhian (Au
21494	Vide Membranipora calpensis;
21500	Vide Eschara impressa;
21503	Vide Cellepora nobilis;
21552	Species typica Vittaticella Maplestone, 1901 fide Stach (1935);   Etiam Vittaticella fide Maplestone (1901), Stach (1935), Cadee (1973);   Etiam Catenaria fide Levinsen (1909);   Etiam Catenicella fide Moissette (1997);   Cenozoic;     Miocene, late; Plei
21599	Cenozoic, Pliocene (Japan) fide Kataoka (1957);   Recent, Pacific (Sea of Japan);
21603	Vide Flustra spinifer;
21604	Subjective junior synonym Membranipora corniculifera fide Osburn (1950);   Species typica Acanthoporella Davis, 1934;   Nunc Acanthoporella fide Davis (1934);   Etiam Callopora fide Osburn (1950);   Recent, Pacific (Canada, British Columbia; USA, Californ
21611	Vide Cellaria fistulosa australis;
21614	Vide Salicornaria bicornis;
21620	Species typica Tubucellaria d'Orbigny, 1852;   Subjective junior synonym Cellularia opuntioides fide d'Orbigny (1852), Calvet (1902);   Etiam Margaretta fide Harmer (1957), Schmid (1991), Moissette (1997);   Etiam Sertularia fide Gmelin (1790);   Etiam Tu
21626	Subjective junior synonym Eschara conferta fide Vavra (1977); synonym reversed in  Malecki (1963);   Etiam Porina fide Waters (1881), David & Pouyet (1974), Braga & Barbin (1988), Malecki  (1963);   Etiam Acropora fide Reuss (1869), Canu & Bassler (1920);
21627	Subjective junior synonym Eschara fistulosa fide Pergens (1887);   Etiam Salicornaria fide Busk (1859);   Cenozoic, Miocene, Burdigalian (France) fide David et al. (1970), David & Pouyet (1972);     Miocene, Tortonian (Poland) fide Malecki (1972);     Pli
21632	 Species typica Paramawsonia Androsova, 1972;   Nunc Paramawsonia fide Androsova (1972);   Recent, Antarctic (PEB: incorrect ID, Miocene only); Cenozoic, Oligocene, Chattian (Australia, Cape Otway);
21647	Subjective junior synonym Salicornia clavata fide Waters (1889), but australis has priority;   Etiam Cellaria fistulosa australis fide Hincks (1884);   Recent, Indian (Australia, Western Australia);   Fossil: Pliocene (Australia) fide Brown (1958);  Cenoz
21666	Vide Salicornaria malvinensis;
21667	Cenozoic, Pleistocene (USA, California) fide Soule & Duff (1957), Canu & Bassler (1923);   Recent, northeast Pacific (USA, California);
21684	Vide Salicornaria ovicellosa;
21691	Species typica Chlidonia Lamouroux, 1812 non Hubner, 1816);    Species typica Chlidonibrya Strand, 1928;    Species typica Cothurnicella Wyville Thompson, 1858;   Etiam Cothurnicella fide Wyville Thompson (1858);   Etiam Chlidonia fide Zabala (1986), Mois
21701	Nomen validum International Commission on Zoological Nomenclature Opinion 946;   Etiam Cellularia fide Audouin in Savigny (1826);   Cenozoic, Miocene, Tortonian fide Moissette (1988);     Miocene, Tortonian (Poland) fide Malecki (1972);     Miocene, Torto
21704	Vide Sertularia scruposa;
21706	Vide Farcimia sinuosa;
21713	Vide Salicornaria tenuirostris;
21714	Subjective junior synonym Salicornaria punctata fide Silen (1941);   Cenozoic, Pleistocene (1935) fide Sakakura (1935);   Recent, Pacific (Japan);
21716	Cenozoic, late Miocene, Tortonian-Messinian (Australia, Mitchell River); Recent, Pacific (New Zealand);   Fossil: Miocene (New Zealand);
21734	################
21748	Species typica Gargantua Jullien, 1888;   Subjective junior synonym Cellepora hippocrepis fide Busk (1859), Pergens (1887);   Etiam Amphiblestrum fide Pergens (1887);   Etiam Steraechmella fide Pouyet & Moissette (1992);   Etiam Gargantua fide Canu (1912)
21754	Etiam Chorizopora fide Hincks (1880), Malecki (1962);   Etiam Flustra fide;   Etiam Lepralia fide Busk (1854), Manzoni (1869);   Cenozoic,;     Miocene, Tortonian (Poland) fide Malecki (1962);     Pliocene, Plaicenzian (England: Coralline Crag) fide Busk 
21758	Vide Cellepora retusa caminata;
21764	Etiam Lepralia chilopora [sic] (Reuss, 1874);   Etiam Smittia landsborovii cheilopora fide Waters (1891);   Etiam Aimulosia fide Malecki (1962);   Etiam Lepralia fide Reuss (1874);   Etiam Porella fide Schmid (1989), El Hajjaji (1992);   Etiam Smittia fid
21768	Species typica Leieschara Sars, 1863;   Etiam Leieschara fide Sars (1863);   Etiam Myriopora fide Powell (1968);   Etiam Myriozoum fide Smit (1868);   Etiam Millepora fide Stroem;   Cenozoic, Pliocene (Japan) fide Hayami (1971, 1975);   Recent, northeast 
