AuthorID	ArticleID
1060	7198
1060	7199
1060	7200
1060	7201
1060	7202
1060	7203
1060	7204
1060	7205
1060	1007
1060	1274
1060	7164
1060	1324
1060	1349
1060	1989
1060	2422
1060	3576
1060	3577
1060	3803
1060	5881
1060	5882
1060	6323
1060	7162
1060	7163
1060	7165
1060	7166
1060	7167
1060	7168
1060	7169
1060	7170
1060	7171
1060	7172
1060	7173
1060	7174
1060	7175
1060	7176
1060	7177
1060	7178
1060	7179
1060	7180
1060	7181
1060	7213
1060	7283
1060	7284
1060	7285
1060	7549
1060	7892
1060	7893
1060	7894
1060	7895
1060	7896
1060	7897
1060	7898
1060	7899
1060	7900
1060	7901
1060	7902
1060	7903
1060	7904
1060	7905
1060	8321
1063	4038
1063	4039
1063	4040
1063	4041
1063	4042
1063	4043
1063	4044
1063	4045
1063	4046
1063	4047
1070	3681
1070	3682
1070	3683
1070	3678
1070	3679
1070	3680
1071	2597
1071	2598
1071	2599
1071	2600
1071	2601
1071	2602
1071	2603
1071	2604
1071	2605
1071	2606
1071	2607
1071	2608
1071	2609
1071	2610
1071	2611
1071	2612
1071	2613
1071	2614
1071	2615
1072	1006
1072	1371
1072	2236
1072	2240
1072	2241
1072	2242
1072	2243
1072	2244
1072	2245
1072	2246
1072	2247
1072	2248
1072	2249
1072	2250
1072	2251
1072	1119
1072	2238
1072	2239
1072	2237
1074	5237
1074	5238
1074	5239
1074	5240
1074	5241
1074	5242
1074	5243
1074	1491
1074	8055
1074	8269
1076	4446
1076	4447
1076	4448
1076	4449
1076	4450
1076	4451
1076	1182
1076	4444
1076	4445
1076	8291
1077	6785
1077	6786
1077	6787
1077	6788
1077	6789
1078	1035
1078	1070
1078	1265
1078	1266
1078	6419
1078	6420
1078	6421
1078	6422
1078	6423
1078	6424
1078	6425
1078	6426
1078	6427
1078	6428
1078	6429
1078	6430
1078	6431
1078	6432
1078	6433
1078	6434
1078	6435
1078	6436
1078	6437
1078	6438
1078	5189
1078	5807
1078	6417
1078	6418
1078	7498
1079	1121
1079	1447
1079	1449
1079	2125
1079	2126
1079	2127
1079	2128
1079	2129
1079	2130
1079	2815
1080	5285
1083	1158
1083	1178
1083	1206
1083	1227
1083	1228
1083	1372
1083	4348
1083	4349
1083	4350
1083	4351
1083	4352
1083	4353
1083	4354
1083	4355
1083	4356
1083	4357
1083	4358
1083	4359
1083	4360
1083	4361
1083	4362
1083	4363
1083	4364
1083	4365
1083	4366
1083	4367
1083	4368
1083	4369
1083	4370
1083	4371
1083	4372
1083	1268
1083	6756
1083	2089
1083	2090
1083	3787
1083	4337
1083	4338
1083	4339
1083	4340
1083	4341
1083	4342
1083	4343
1083	4344
1083	4345
1083	4346
1083	4347
1083	6236
1083	6375
1083	6376
1083	8109
1083	8298
1083	8327
1083	8501
1083	8502
1085	1437
1085	6554
1085	6555
1085	6556
1085	1985
1085	6553
1088	1189
1088	5480
1088	5481
1088	5482
1088	5483
1088	5484
1088	5485
1088	5486
1088	5479
1090	3299
1091	1002
1091	1018
1091	1280
1091	7700
1091	7701
1091	7702
1091	7703
1091	7704
1091	7705
1091	7706
1091	7707
1091	7708
1091	7709
1091	7710
1091	7711
1091	7712
1091	7713
1091	7714
1091	7715
1091	7716
1091	7717
1091	7718
1091	7719
1091	7720
1091	7721
1091	7722
1091	7723
1091	7724
1091	7725
1091	7726
1091	7727
1091	7728
1091	7729
1091	7730
1091	7731
1091	7732
1091	7733
1091	7734
1092	6706
1094	5232
1097	3015
1098	1677
1098	1678
1098	1679
1098	1680
1098	1681
1098	1682
1098	1683
1098	1684
1098	1685
1098	1686
1098	1687
1098	1688
1098	1689
1098	1690
1098	1691
1098	1692
1098	1693
1098	1694
1098	1695
1098	1696
1098	1697
1098	1698
1098	1699
1098	1665
1098	1666
1098	1667
1098	1668
1098	1669
1098	1670
1098	1671
1098	1672
1098	1673
1098	1674
1098	1675
1098	1676
1098	1700
1098	2332
1098	2333
1098	2334
1098	5178
1098	5366
1098	5577
1098	5578
1098	5851
1098	6520
1098	7225
1098	8036
1100	5015
1100	5016
1100	5017
1100	5018
1100	5019
1100	5020
1100	5021
1100	5022
1101	6560
1101	6561
1101	6562
1101	6563
1101	6559
1103	1003
1103	1004
1103	1254
1103	1366
1103	1434
1103	6862
1103	6863
1103	6864
1103	6865
1103	6866
1103	6867
1103	6868
1103	6869
1103	6870
1103	6871
1103	6872
1103	6873
1103	6874
1103	6875
1103	6876
1103	6877
1103	6878
1103	6879
1103	6880
1103	6881
1103	6882
1103	6883
1103	6884
1103	6885
1103	6886
1103	6887
1103	6888
1103	6889
1103	6890
1103	6891
1103	6892
1103	6893
1103	6894
1103	6895
1103	6896
1103	6897
1103	6898
1103	6899
1103	6900
1103	6901
1103	6902
1103	6903
1103	6904
1103	6905
1103	6906
1103	6907
1103	6908
1103	6909
1103	6910
1103	6911
1103	6912
1103	6913
1103	6914
1103	6915
1103	6916
1103	6917
1103	6918
1103	6919
1103	6920
1103	6921
1103	6922
1103	6923
1103	6924
1103	6925
1103	6926
1103	6927
1103	6928
1103	6929
1103	6930
1103	6931
1103	6932
1103	6933
1103	6934
1103	6935
1103	6936
1103	6937
1103	6938
1103	6939
1103	6940
1103	6941
1103	6942
1103	6943
1103	6944
1103	6945
1103	6946
1103	6947
1103	6948
1103	6949
1103	6950
1103	6951
1103	1010
1103	4004
1103	1020
1103	4404
1103	1255
1103	1319
1103	1401
1103	6011
1103	6012
1103	6013
1103	6016
1103	2229
1103	2235
1103	3376
1103	3446
1103	3622
1103	3623
1103	4639
1103	4733
1103	5116
1103	5551
1103	6127
1103	6285
1103	6286
1103	6287
1103	6288
1103	6739
1103	6820
1103	6821
1103	6822
1103	6823
1103	6824
1103	6825
1103	6826
1103	6827
1103	6828
1103	6829
1103	6830
1103	6831
1103	6832
1103	6833
1103	6834
1103	6835
1103	6849
1103	6850
1103	6851
1103	6852
1103	6853
1103	6854
1103	6855
1103	6856
1103	6857
1103	6858
1103	6859
1103	6860
1103	6836
1103	6837
1103	6838
1103	6839
1103	6840
1103	6841
1103	6842
1103	6843
1103	6844
1103	6845
1103	6846
1103	6847
1103	6848
1103	7290
1103	8000
1103	8265
1105	1143
1105	1144
1105	1145
1105	1146
1105	1147
1105	1148
1105	1149
1105	1150
1105	1151
1105	1356
1109	1051
1109	1052
1109	1211
1109	1446
1109	1451
1109	8299
1109	8300
1109	8301
1109	8302
1109	8303
1109	8304
1109	8305
1109	8306
1109	8307
1109	8308
1109	8309
1109	8310
1109	8311
1109	8312
1109	8313
1109	8314
1109	8315
1109	8296
1109	8297
1109	8298
1110	1030
1110	1058
1110	1276
1110	5980
1110	5981
1110	5982
1110	5983
1110	5984
1110	5985
1110	5986
1110	5987
1110	5988
1110	5989
1110	5990
1110	5991
1110	5992
1110	5993
1110	5994
1110	5995
1110	5996
1110	5997
1110	5998
1110	5999
1110	6000
1110	6001
1110	6002
1110	6003
1110	6004
1110	6005
1110	6006
1112	1294
1112	1295
1112	5089
1112	5090
1112	5091
1112	5092
1112	5093
1112	5094
1113	1160
1114	3641
1114	3642
1114	3643
1114	3644
1114	3645
1114	3646
1114	3647
1114	3648
1114	8267
1115	1303
1115	2351
1115	2352
1115	2353
1115	2354
1117	2369
1118	2644
1118	2645
1118	2646
1118	2647
1118	2648
1118	2649
1118	2650
1118	2651
1118	2652
1118	2653
1118	1980
1118	2635
1118	2636
1118	2637
1118	2654
1118	2655
1118	2656
1118	2657
1118	2638
1118	2639
1118	2640
1118	2641
1118	2642
1118	2658
1118	2659
1118	2660
1118	2661
1118	2662
1118	2663
1118	2664
1118	2665
1118	2643
1118	2666
1118	2667
1118	2668
1118	2669
1118	4329
1118	7288
1118	7349
1118	8175
1119	1306
1119	1959
1122	1036
1122	1414
1122	7653
1122	7654
1122	7655
1122	7656
1122	7657
1122	7658
1122	7659
1122	7660
1122	7661
1122	7662
1122	7663
1122	7664
1122	7665
1122	7666
1122	7667
1122	7668
1122	7669
1122	7670
1122	7671
1122	7672
1122	7673
1122	7674
1122	7675
1122	7676
1122	7677
1122	1001
1122	1122
1122	2376
1122	3809
1122	6418
1122	6451
1122	6570
1122	6571
1122	7643
1122	7644
1122	7645
1122	7646
1122	7647
1122	7648
1122	7649
1122	7650
1122	7651
1122	7652
1122	8089
1122	8421
1123	4514
1123	4515
1123	4516
1123	4517
1123	4518
1124	8451
1124	8452
1124	8453
1124	8454
1124	8455
1124	8456
1124	8457
1124	8458
1124	8459
1124	8460
1124	8461
1124	8462
1124	8463
1124	8464
1124	8465
1124	8466
1124	8467
1124	8468
1124	8469
1124	8470
1124	8471
1124	8472
1124	8473
1124	8445
1124	8446
1124	8447
1124	8448
1124	8449
1124	8450
1124	8474
1125	6584
1126	1053
1126	6603
1126	6604
1126	6605
1126	6606
1126	6607
1126	6608
1126	6609
1126	6610
1126	6611
1126	6612
1126	6613
1126	6614
1126	6615
1126	2309
1126	6602
1127	1707
1127	1708
1127	1709
1127	1710
1127	1713
1127	1702
1127	1703
1127	1704
1127	1705
1127	1706
1127	1711
1127	1712
1127	2407
1127	2408
1127	2409
1127	2410
1127	2411
1127	2412
1127	3545
1127	3820
1127	5822
1127	8082
1127	8354
1130	6619
1134	8240
1134	8241
1134	8242
1134	8243
1134	8244
1134	8245
1134	8246
1134	8247
1134	8248
1134	8249
1134	8250
1134	8251
1134	8252
1134	8253
1134	8254
1134	8255
1134	6234
1134	6444
1136	7802
1136	7803
1136	7804
1136	7805
1136	7806
1136	7807
1136	7808
1137	1063
1137	3350
1137	3351
1140	8110
1140	8111
1140	8112
1140	8113
1140	8114
1140	8115
1140	8116
1140	8117
1140	8118
1140	8119
1140	8120
1140	8121
1140	8122
1142	5205
1142	5206
1142	5207
1142	5208
1142	5209
1142	5210
1142	5211
1142	5212
1142	5204
1142	8087
1142	8477
1144	1139
1144	1141
1144	1409
1144	2445
1144	2446
1144	2447
1144	2448
1144	2449
1144	2450
1144	2451
1144	2452
1144	2453
1144	2454
1144	2455
1144	2456
1144	2457
1144	2458
1144	2459
1144	2460
1144	2461
1144	2462
1144	2463
1144	2464
1144	2465
1144	2466
1144	2467
1144	2468
1144	2469
1144	2470
1144	2471
1144	2472
1144	2473
1144	2474
1144	2475
1144	2476
1144	2477
1144	2478
1144	2479
1144	2480
1144	2481
1144	1238
1144	4532
1144	4533
1144	1324
1144	1595
1144	1702
1144	1703
1144	1776
1144	1777
1144	1778
1144	1779
1144	1785
1144	2309
1144	2406
1144	2407
1144	2408
1144	2409
1144	2410
1144	2411
1144	2412
1144	2413
1144	2414
1144	2415
1144	2416
1144	2417
1144	2418
1144	2419
1144	2420
1144	2421
1144	2422
1144	2423
1144	2424
1144	2425
1144	2426
1144	2427
1144	2428
1144	2429
1144	2430
1144	2431
1144	2432
1144	2433
1144	2434
1144	2435
1144	2436
1144	2437
1144	2438
1144	2439
1144	2440
1144	2441
1144	2442
1144	2443
1144	2444
1144	2551
1144	2552
1144	3180
1144	3694
1144	3821
1144	3865
1144	3866
1144	3867
1144	4531
1144	4541
1144	5069
1144	5437
1144	5599
1144	5861
1144	6059
1144	6080
1144	6177
1144	6178
1144	6179
1144	6180
1144	6271
1144	6272
1144	6273
1144	6442
1144	6443
1144	6657
1144	7050
1144	7062
1144	7075
1144	7109
1144	7341
1144	7932
1144	7963
1144	8225
1144	8474
1149	6348
1149	6349
1149	6350
1149	6351
1149	6352
1150	6329
1150	6330
1150	6331
1150	6332
1150	6333
1150	6334
1150	6335
1150	6336
1150	6337
1150	6338
1150	6339
1150	6340
1150	6341
1150	6342
1150	6343
1150	6326
1150	6327
1150	6328
1150	7831
1150	7832
1150	7833
1151	1172
1151	1173
1151	6185
1151	6186
1151	6187
1151	6188
1151	6189
1151	6190
1151	6191
1151	6192
1151	6193
1151	6194
1151	6195
1154	1861
1154	1862
1154	1863
1154	1864
1154	1865
1154	1866
1154	1867
1154	1868
1154	1869
1154	1870
1154	1871
1154	1872
1154	1873
1154	1874
1154	1875
1154	1854
1154	1855
1154	1856
1154	1857
1154	1858
1154	1859
1154	1860
1154	2212
1154	7860
1154	8173
1154	8174
1155	1039
1155	1986
1155	1987
1155	1976
1155	1977
1155	1978
1155	1979
1155	1980
1155	1981
1155	1982
1155	1983
1155	1984
1155	1985
1155	1988
1155	1989
1155	5800
1156	5261
1158	1152
1158	1225
1158	1226
1158	1234
1158	1406
1158	4151
1158	4152
1158	4153
1158	4154
1158	4155
1158	4156
1158	4157
1158	4158
1158	4159
1158	4160
1158	4161
1158	4162
1158	4163
1158	4164
1158	4165
1158	4166
1158	4167
1161	5406
1161	5407
1161	5408
1161	5409
1161	5410
1161	5411
1161	5412
1161	5413
1165	1071
1165	7689
1165	7690
1165	7691
1165	7692
1165	7693
1165	7694
1165	7695
1165	7696
1165	7697
1165	1197
1165	3254
1165	7688
1165	8199
1166	3684
1166	3685
1168	6746
1168	6747
1168	6748
1169	1309
1170	8040
1170	8041
1171	1016
1171	1292
1171	7588
1171	7589
1171	7590
1171	7591
1171	7592
1171	7593
1171	7594
1171	7595
1171	7596
1171	7597
1171	7598
1171	7599
1171	7600
1171	7601
1171	7602
1171	7603
1171	7604
1171	7605
1171	7606
1171	7607
1171	7608
1171	7609
1171	7610
1171	7611
1171	7612
1171	7613
1171	7614
1171	7615
1171	7616
1171	7617
1171	7618
1171	7619
1171	7620
1171	7621
1171	7622
1171	7623
1172	1723
1172	1724
1173	5340
1173	5341
1173	5342
1173	5343
1173	5344
1173	5345
1173	5346
1173	5347
1173	5338
1173	5339
1174	1025
1174	1180
1174	2772
1174	2773
1174	2774
1174	2775
1174	2776
1174	2777
1174	2778
1174	2779
1174	2780
1174	2781
1174	2782
1174	2783
1174	2784
1174	2785
1174	2786
1174	2787
1174	2788
1174	2789
1174	2790
1174	2791
1174	2792
1174	2793
1174	2794
1174	2795
1174	2796
1174	2797
1174	2798
1174	2799
1174	2800
1174	2801
1174	2802
1174	2769
1174	2770
1174	2771
1178	1469
1178	1470
1178	1471
1178	1472
1178	1468
1178	2849
1179	2302
1179	2303
1179	2304
1179	2301
1180	1418
1180	4273
1180	4274
1180	4275
1180	4276
1180	4277
1180	4278
1180	4279
1180	4280
1180	4281
1180	4282
1180	4283
1180	4284
1180	4289
1180	4290
1180	4291
1180	4292
1180	4293
1180	4294
1180	4295
1180	4296
1180	4297
1180	4298
1180	4299
1180	4300
1180	4301
1180	4302
1180	4303
1180	4304
1180	4305
1180	4306
1180	4307
1180	4308
1180	4309
1180	4310
1180	4311
1180	4312
1180	4313
1180	4314
1180	4315
1180	4316
1180	4317
1180	4318
1180	4319
1180	4320
1180	4321
1180	1009
1180	1012
1180	1284
1180	1411
1180	4235
1180	4272
1180	4285
1180	4286
1180	4287
1180	4288
1180	6826
1180	7366
1180	7562
1180	7563
1182	3126
1182	3127
1182	3128
1182	3129
1182	3130
1182	3131
1182	3132
1182	3133
1182	3134
1182	3135
1182	3136
1182	3137
1182	3138
1182	3139
1182	3140
1182	3141
1182	3142
1182	3143
1182	3144
1182	3145
1182	3146
1182	3147
1182	3148
1182	3149
1182	3150
1182	3151
1182	3152
1182	3153
1182	3154
1182	3155
1182	3156
1182	3157
1182	3158
1182	2337
1182	2338
1182	2340
1182	2341
1182	2581
1182	2906
1182	3115
1182	3116
1182	3117
1182	3118
1182	3119
1182	3120
1182	3121
1182	3122
1182	3123
1182	3124
1182	3125
1182	3629
1182	3633
1182	3849
1182	4092
1182	4725
1182	4726
1182	5862
1182	5863
1182	5864
1182	5865
1182	5866
1182	5867
1182	5868
1182	5869
1182	5870
1182	5871
1182	5872
1182	5873
1182	5960
1182	5961
1182	6736
1182	7129
1182	7547
1184	1318
1184	1322
1184	1772
1184	2087
1184	2088
1184	3650
1184	4338
1184	6235
1185	1231
1185	5157
1185	5158
1185	5159
1185	5160
1185	5161
1185	5162
1185	5163
1185	5164
1185	5165
1185	5166
1185	5167
1185	5168
1185	5169
1185	5170
1185	5171
1185	5172
1185	5173
1185	5174
1185	5175
1185	5176
1188	3255
1188	3256
1188	3257
1188	3258
1188	3259
1188	3260
1188	3261
1188	3262
1188	3263
1188	3264
1188	3265
1188	3266
1188	3267
1188	3268
1188	3269
1188	3270
1188	3271
1188	3272
1188	3273
1188	3274
1188	3275
1188	3276
1188	3277
1188	3278
1188	3279
1188	3280
1188	3281
1188	3282
1188	3283
1188	3284
1188	3285
1188	3286
1188	3287
1188	3288
1188	3289
1188	3290
1188	3291
1188	3292
1188	3293
1188	3294
1188	3295
1188	3296
1188	3252
1188	3253
1188	3254
1189	1344
1189	8390
1189	8391
1189	8392
1189	8393
1189	8394
1189	8395
1189	8396
1189	8397
1189	8398
1189	8399
1189	8400
1191	1393
1191	5925
1191	5926
1191	5927
1193	3185
1193	3186
1193	3187
1193	3188
1193	3189
1193	3190
1193	3191
1193	3192
1193	3193
1193	3194
1193	3195
1193	3196
1193	3197
1193	3198
1193	3199
1193	1250
1193	2228
1193	3180
1193	3181
1193	3182
1193	3183
1193	3184
1193	3656
1193	6014
1193	6810
1193	6811
1193	6812
1193	6813
1193	6814
1193	6815
1193	6816
1193	6817
1193	6818
1193	6819
1193	7142
1193	8129
1194	4604
1194	4605
1194	4606
1194	3410
1194	4602
1194	4603
1195	8291
1197	5179
1197	5180
1200	4965
1200	4966
1200	4967
1202	6061
1202	6062
1202	6063
1202	6064
1202	6065
1202	3960
1202	5822
1202	6059
1202	6060
1203	2841
1203	2842
1203	2843
1203	1745
1203	8070
1205	1305
1205	1394
1205	1746
1205	1747
1205	1748
1206	1050
1206	1057
1206	2092
1206	2093
1206	2094
1206	2095
1206	2096
1206	2097
1206	2098
1206	2099
1206	2100
1206	2101
1206	2102
1206	2103
1206	2104
1206	2105
1206	2106
1206	2107
1206	2108
1206	2109
1206	2110
1206	2111
1206	2112
1206	2113
1206	2114
1206	1169
1206	2087
1206	2088
1206	2089
1206	2090
1206	2091
1206	2675
1206	4339
1206	4340
1206	4341
1211	6970
1211	6971
1212	3721
1215	1028
1215	1108
1215	1296
1215	3889
1215	3890
1215	3891
1215	3892
1215	3893
1215	3894
1215	3895
1215	3896
1215	3897
1215	3898
1215	3899
1215	3900
1215	3901
1215	3902
1215	3903
1215	3904
1215	3905
1215	3906
1215	8090
1216	4390
1216	4391
1216	4392
1216	4388
1216	4389
1216	5365
1216	5714
1217	8185
1217	8186
1217	8187
1217	8188
1217	8189
1217	8190
1217	8191
1217	8192
1217	8193
1217	8194
1217	8195
1217	8196
1217	8197
1217	8198
1217	1860
1217	3031
1217	3459
1217	3771
1217	4477
1217	6202
1217	8173
1217	8174
1217	8175
1217	8176
1217	8177
1217	8178
1217	8179
1217	8180
1217	8181
1217	8182
1217	8183
1217	8184
1217	8278
1217	8445
1218	1011
1218	1501
1218	1502
1218	1503
1218	1504
1218	1505
1218	1512
1218	1513
1218	1514
1218	1515
1218	1516
1218	1517
1218	1518
1218	1519
1218	1520
1218	1334
1218	1506
1218	1507
1218	1508
1218	1509
1218	1510
1218	1511
1218	5324
1218	5743
1218	7786
1221	6735
1225	2322
1225	2323
1225	2324
1225	2325
1225	2326
1225	2327
1225	1007
1225	2320
1225	2321
1227	6152
1227	6153
1227	6154
1227	6155
1227	6156
1227	6157
1227	6158
1227	1157
1227	6147
1227	6148
1227	6149
1227	6150
1227	6151
1231	1142
1231	1175
1231	1311
1231	1426
1231	2145
1231	2146
1231	2147
1231	2148
1231	2149
1231	2150
1231	2151
1231	2144
1236	6203
1236	6204
1236	6205
1236	6206
1236	6207
1236	1765
1236	3016
1236	5671
1236	6202
1236	8181
1238	2565
1239	7318
1239	7319
1239	7320
1239	7321
1239	7322
1239	7323
1239	7324
1239	7325
1239	7326
1239	7327
1239	7328
1239	7329
1239	7330
1239	7331
1239	7332
1239	7333
1239	7334
1239	1349
1239	5584
1239	5585
1239	5586
1239	5587
1239	7304
1239	7305
1239	7306
1239	7307
1239	7308
1239	7309
1239	7310
1239	7311
1239	7312
1239	7313
1239	7314
1239	7315
1239	7316
1239	7317
1239	7574
1239	7934
1239	7935
